date,place,feature,number,casual,transect,species,quantity,confidence,no_flowers,notes
12-04-2021,keltenstrasse,park,1,,,Prunus cerasifera,2,1,,
12-04-2021,keltenstrasse,park,1,,,lamium purpureum,patches,2,,
12-04-2021,keltenstrasse,park,1,,,prunus cerasus,2,0,,
31-03-2021,erlenweg,,,,,,,,,
31-03-2021,Alfred-aebi-strasse,area,4,,,,,,,
29-03-2021,erlacherweg,park,3,,,,,,,
29-03-2021,erlacherweg,area,1,,,,,,,
28-03-2021,Karl-neuhaus-strasse,park,1,,,,,,,
29-03-2021,Unterer quai,park,1,,,,,,,
29-03-2021,erlacherweg,park,2,,,,,,,
29-03-2021,erlacherweg,park,4,,,,,,,
29-03-2021,Brueggstrasse,box,12,,,,,,,
28-03-2021,zukunftstrasse,madretschkanal,1,,,,,,,
28-03-2021,muehlefeldweg,area,1,,,,,,,
28-03-2021,muehlefeldweg,berm,1,,,,,,,
28-03-2021,muehlefeldweg,berm,2,,,,,,,
27-03-2021,Schloss Nidau,area,6,,,,,,,
26-03-2021,Brueggstrasse,berm,1,,,,,,,
26-03-2021,muehlefeldweg,park,1,,,,,,,
26-03-2021,Brueggstrasse,area,2,,,,,,,
26-03-2021,Riedweg,forest,1,,,,,,,
14-04-2021,silbergasse,area,1,,,,,,,
13-04-2021,schuess fussweg,suze,1,,,vicia sepium,3 patches,2,,
13-04-2021,schuess fussweg,suze,1,,,taraxacum,Some % of cover,1,,
13-04-2021,schuess fussweg,suze,1,,,anthyllis vulneraria,Some % of cover,2,,
13-04-2021,schuess fussweg,suze,1,,,Senecio vulgaris,,,,
13-04-2021,schuess fussweg,suze,1,,,lamium maculatum,Some % of cover,2,,
13-04-2021,schuess fussweg,suze,1,,,Glechoma hederacea,patches  scattered,2,,
13-04-2021,schuess fussweg,suze,1,,,lamium purpureum,scattered,2,,
13-04-2021,schuess fussweg,suze,1,,,cardamine hirsuta,scattered,1,,
13-04-2021,schuess fussweg,suze,1,,,Hedera helix,Some % of cover,2,1,
13-04-2021,schuess fussweg,suze,2,,,Hedera helix,Some % of cover,2,1,
13-04-2021,schuess fussweg,suze,2,,,viola odorata,1  patch,1,,
13-04-2021,schuess fussweg,suze,2,,,Glechoma hederacea,scattered,,,
13-04-2021,schuess fussweg,suze,2,,,corydalis cava,Some % of cover,,,last flowers
13-04-2021,schuess fussweg,suze,2,,,taraxacum,,,,
13-04-2021,schuess fussweg,suze,2,,,Salix caprea,1,1,,
13-04-2021,schuess fussweg,suze,2,,,salix alba,1,1,,
13-04-2021,schuess fussweg,suze,3,,,anthyllis vulneraria,scattered patches,2,,
13-04-2021,schuess fussweg,suze,3,,,taraxacum,scattered,1,,
13-04-2021,schuess fussweg,suze,3,,,tragopogon pratensis,several patches,2,,
13-04-2021,schuess fussweg,suze,3,,,Equisetum arvense,Signficant % of cover,2,,
13-04-2021,schuess fussweg,suze,4,,,lamium purpureum,scattered,2,,
13-04-2021,schuess fussweg,suze,4,,,taraxacum,scattered,1,,
13-04-2021,schuess fussweg,suze,4,,,euphorbia helioscopa,1  patch,2,,
13-04-2021,schuess fussweg,suze,4,,,Medicago lupulina,2 patches,2,,
13-04-2021,schuess fussweg,suze,4,,,ranunculus acris,2 patches,1,,
13-04-2021,schuess fussweg,suze,4,,,veronica persica,scattered patches,1,,
31-03-2021,Floesserweg,area,1,,,taraxacum,scattered,1,,
31-03-2021,Floesserweg,area,1,,,Tussilago farfara,several small patches,2,,
31-03-2021,Floesserweg,area,1,,,prunus persica,1,1,,
31-03-2021,Floesserweg,area,1,,,erophila verna,scattered patches,1,,
31-03-2021,Floesserweg,area,1,,,populus nigra,1,0,,
31-03-2021,Floesserweg,area,1,,,Veronica hederifolia,several patches,1,,
31-03-2021,Floesserweg,area,1,,,Senecio vulgaris,scattered,2,,
31-03-2021,Floesserweg,area,1,,,euphorbia helioscopa,1 patch,2,,
31-03-2021,Floesserweg,area,1,,,cardamine flexuosa,scattered patches,1,,
31-03-2021,Dr-schneider-strasse,area,1,,,taraxacum,scattered,1,,
31-03-2021,Dr-schneider-strasse,area,1,,,erophila verna,scattered patches,1,,
31-03-2021,Dr-schneider-strasse,area,1,,,anthyllis vulneraria,2 patches,2,,
31-03-2021,Dr-schneider-strasse,area,1,,,veronica persica,scattered,1,,
31-03-2021,Dr-schneider-strasse,area,1,,,saxifraga tridactylites,1 patch  scattered,1,,
11-04-2021,schmiedweg,berm,1,,,Forsythia x intermedia,1 large hedge,2,,
11-04-2021,schmiedweg,berm,1,,,Hedera helix,Some % of cover,2,1,
11-04-2021,schmiedweg,berm,1,,,Primula acaulis,Some % of cover,2,,
11-04-2021,schmiedweg,berm,1,,,ranunculus ficaria,Some % of cover,2,,
11-04-2021,schmiedweg,berm,1,,,Narcissus pseuonarcissus,1  patch,2,,
14-03-2021,schuess fussweg,suze,1,,,Tussilago farfara,Signficant % of cover,2,,
14-03-2021,schuess fussweg,suze,1,,,lamium maculatum,2 patches,2,,
14-03-2021,schuess fussweg,suze,1,,,corydalis cava,Some % of cover,1,,
14-03-2021,schuess fussweg,suze,1,,,cardamine hirsuta,scattered,1,,
14-03-2021,schuess fussweg,suze,2,,,corydalis cava,Some % of cover,2,,
14-03-2021,schuess fussweg,suze,2,,,Salix caprea,1,1,,
14-03-2021,schuess fussweg,suze,2,,,cardamine hirsuta,scattered,1,,
14-03-2021,schuess fussweg,suze,2,,,Tussilago farfara,scattered,2,,
13-04-2021,schuessinsel,suze,1,,,taraxacum,scattered,1,,
13-04-2021,schuessinsel,suze,1,,,Senecio vulgaris,scattered,2,,
13-04-2021,schuessinsel,suze,1,,,Tussilago farfara,Some % of cover,2,,only a few in flower
13-04-2021,schuessinsel,suze,1,,,anthyllis vulneraria,many patches,2,,
13-04-2021,schuessinsel,suze,1,,,rumex acetosa,scattered patches,1,,
13-04-2021,schuessinsel,suze,2,,,Medicago lupulina,2 patches,2,,
13-04-2021,schuessinsel,suze,2,,,Tussilago farfara,Signficant % of cover,2,,only a few in flower
13-04-2021,schuessinsel,suze,2,,,Glechoma hederacea,,2,,
13-04-2021,schuessinsel,suze,2,,,trifolium medium,Signficant % of cover,1,,
13-04-2021,schuessinsel,suze,2,,,ranunculus repens,1 big patch,1,,
13-04-2021,schuessinsel,suze,2,,,arabidopsis thaliana,scattered patches,1,,
13-04-2021,schuessinsel,suze,2,,,cardamine hirsuta,scattered patches,1,,
13-04-2021,schuessinsel,suze,2,,,Prunus spinosa,part of planted hedges,2,,
13-04-2021,schuessinsel,suze,2,,,veronica persica,scattered,1,,
13-04-2021,schuessinsel,suze,2,,,taraxacum,scattered,1,,
13-04-2021,schuessinsel,suze,2,,,Senecio vulgaris,scattered patches,2,,
13-04-2021,schuessinsel,suze,2,,,lotus corniculatus,scattered,1,,almost in flower
13-04-2021,schuessinsel,suze,2,,,salix alba,several individuals,1,,
13-04-2021,schuessinsel,suze,2,,,tragopogon pratensis,several patches,2,,
13-04-2021,schuessinsel,suze,2,,,salvia pratensis,several patches,1,,almost in flower
13-04-2021,schuessinsel,suze,2,,,leucanthemum vulgare,Signficant % of cover,1,,almost in flower
14-03-2021,schuessinsel,area,1,y,,viola odorata,Some % of cover,1,,
14-03-2021,schuessinsel,area,1,y,,Ranunculus ficaria,Some % of cover,2,,
14-03-2021,schuessinsel,area,1,y,,Bellis perennis,Some % of cover,2,,
14-03-2021,schuessinsel,area,1,y,,Stellaria media,scattered,1,,
14-03-2021,schuessinsel,area,1,y,,Veronica hederifolia,scattered,1,,
14-03-2021,schuessinsel,area,1,y,,lamium purpureum,2 patches,2,,
14-03-2021,schuessinsel,area,1,y,,cardamine hirsuta,scattered,1,,
14-03-2021,schuessinsel,area,1,y,,erophila verna,scattered,1,,
14-03-2021,schuessinsel,suze,4,y,,petasites hybridus,Signficant % of cover,2,,
14-03-2021,schuessinsel,suze,4,y,,Tussilago farfara,Some % of cover,2,,
14-03-2021,schuessinsel,suze,4,y,,corydalis cava,small patch,2,,
14-03-2021,schuessinsel,suze,4,y,,salix purpurea,,1,,
14-03-2021,schuessinsel,suze,4,y,,salix cinera,,1,,
14-04-2021,schuessinsel,suze,3,,,alliaria petiolata,scattered patches,2,,
14-04-2021,schuessinsel,suze,3,,,lamium maculatum,scattered patches,2,,
14-04-2021,schuessinsel,suze,3,,,taraxacum,scattered,1,,
14-04-2021,schuessinsel,suze,3,,,Veronica hederifolia,Some % of cover,1,,
14-04-2021,schuessinsel,suze,3,,,Hedera helix,Some % of cover,2,1,
14-04-2021,schuessinsel,suze,3,,,Anemone nemorosa,1 patch,2,,
14-04-2021,schuessinsel,suze,3,,,Prunus spinosa,part of planted hedges,2,,
14-04-2021,schuessinsel,kanal,1,,,Tussilago farfara,Signficant % of cover,2,,mainly old
14-04-2021,schuessinsel,kanal,1,,,taraxacum,Some % of cover,1,,
14-04-2021,schuessinsel,kanal,1,,,alliaria petiolata,scattered,2,,
14-04-2021,schuessinsel,kanal,1,,,cymbalaria muralis,scattered patches,,,on the wall
14-04-2021,schuessinsel,kanal,1,,,Hedera helix,scattered,2,1,
14-04-2021,schuessinsel,kanal,1,,,Primula acaulis,scattered,2,,
14-04-2021,schuessinsel,kanal,1,,,Forsythia x intermedia,2,2,,
14-04-2021,schuessinsel,kanal,1,,,kerria japonica,1,2,,growing on the wall  probly from garden
14-04-2021,schuessinsel,kanal,1,,,anemone blanda,1 patch,2,,from garden probably
14-04-2021,schuessinsel,kanal,1,,,petasites hybridus,large patch,2,,end of flowering time
22-02-2021,schuessinsel,kanal,1,,,petasites hybridus,1 large patch,,,
22-02-2021,schuessinsel,kanal,1,,,Primula acaulis,Signficant % of cover,,,
22-02-2021,schuessinsel,kanal,1,,,jasminum nudiflorum,1,2,,growing on the wall from negihboring garden
22-02-2021,schuessinsel,kanal,1,,,Tussilago farfara,Signficant % of cover,,,
22-02-2021,schuessinsel,kanal,1,,,veronica persica,some patches,1,,
08-04-2021,buerenstrasse,suze,1,,,muscari neglectum,2 patches,2,,
08-04-2021,buerenstrasse,suze,1,,,taraxacum,scattered,1,,
08-04-2021,buerenstrasse,suze,1,,,cymbalaria muralis,1  patch,2,,also growing on river bank wall
08-04-2021,buerenstrasse,suze,1,,,Senecio vulgaris,scattered,2,,
08-04-2021,buerenstrasse,suze,1,,,Capsella bursa-pastoris,1 patch  scattered,1,,
08-04-2021,buerenstrasse,suze,1,,,cardamine hirsuta,scattered,1,,
08-04-2021,buerenstrasse,suze,1,,,erophila verna,scattered patches,1,,
08-04-2021,buerenstrasse,suze,1,,,chelidonium majus,patches,2,,strictly speaking outside survey area  big patches growing on river bank wall
22-02-2021,freiburgstrasse,madretschkanal,1,,,Primula acaulis,scattered,2,,
22-02-2021,freiburgstrasse,madretschkanal,1,,,galanthus nivalis,2 patches,2,,
22-02-2021,freiburgstrasse,madretschkanal,1,,,Bellis perennis,scattered,2,,
22-02-2021,buerenstrasse,suze,2,,,Bellis perennis,Some % of cover,,,concentration of plants was downstream.
22-02-2021,buerenstrasse,suze,2,,,lamium purpureum,Some % of cover,,,concentration of plants was downstream.
22-02-2021,buerenstrasse,suze,2,,,Potentilla sterilis,Some % of cover,,,concentration of plants was downstream.
22-02-2021,buerenstrasse,suze,2,,,Veronica hederifolia,,,,concentration of plants was downstream.
22-02-2021,buerenstrasse,suze,2,,,veronica persica,,,,concentration of plants was downstream.
22-02-2021,buerenstrasse,suze,2,,,cardamine hirsuta,,,,concentration of plants was downstream.
16-04-2021,Holunderweg,madretschkanal,1,,,anthriscus sylvestris,2 patches,2,,concentration of plants was downstream.
16-04-2021,Holunderweg,madretschkanal,1,,,Senecio vulgaris,Some % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,1,,,taraxacum,Signficant % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,1,,,Hedera helix,scattered,2,1,
16-04-2021,Holunderweg,madretschkanal,1,,,Glechoma hederacea,Some % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,1,,,cardamine flexuosa,scattered,1,,
16-04-2021,Holunderweg,madretschkanal,1,,,cardamine hirsuta,Some % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,1,,,lamium maculatum,1 patch,2,,
16-04-2021,Holunderweg,madretschkanal,1,,,Myosotis arvensis,1  patch,1,,
16-04-2021,Holunderweg,madretschkanal,1,,,alliaria petiolata,scattered patches,2,,
14-03-2021,Holunderweg,madretschkanal,1,,,Primula acaulis,,,,
14-03-2021,Holunderweg,madretschkanal,1,,,salix caprea,,,,
14-03-2021,Holunderweg,madretschkanal,1,,,Senecio vulgaris,,,,
14-03-2021,Holunderweg,madretschkanal,1,,,cardamine hirsuta,,,,
14-03-2021,Holunderweg,madretschkanal,1,,,erophila verna,,,,
16-04-2021,Holunderweg,madretschkanal,2,,,anthriscus sylvestris,Signficant % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,2,,,chelidonium majus,1  patch,2,,
16-04-2021,Holunderweg,madretschkanal,2,,,Glechoma hederacea,scattered,2,,
16-04-2021,Holunderweg,madretschkanal,2,,,taraxacum,Signficant % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,2,,,lamium maculatum,Some % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,2,,,cardamine hirsuta,scattered,1,,
16-04-2021,Holunderweg,madretschkanal,2,,,ranunculus tuberosus,Some % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,lamium maculatum,Some % of cover,2,,
16-04-2021,Holunderweg,madretschkanal,3,,,sanguisorba minor,Some % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,Equisetum arvense,patches,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,Veronica hederifolia,Some % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,Hedera helix,Some % of cover,2,1,
16-04-2021,Holunderweg,madretschkanal,3,,,cardamine hirsuta,patches  scattered,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,petasites hybridus,1 patch,2,,
16-04-2021,Holunderweg,madretschkanal,3,,,Cornus mas,1,2,,
16-04-2021,Holunderweg,madretschkanal,3,,,taraxacum,scattered,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,aquilegia vulgaris,1 patch,1,,
16-04-2021,Holunderweg,madretschkanal,3,,,ranunculus tuberosus,1  patch,1,,
16-04-2021,Holunderweg,madretschkanal,4,,,Glechoma hederacea,scattered,2,,
16-04-2021,Holunderweg,madretschkanal,4,,,taraxacum,scattered,1,,
16-04-2021,Holunderweg,madretschkanal,4,,,Equisetum arvense,Some % of cover,1,,
16-04-2021,Holunderweg,madretschkanal,4,,,Hedera helix,Some % of cover,2,1,
16-04-2021,Holunderweg,madretschkanal,4,,,lamium maculatum,2 patches,2,,
16-04-2021,Holunderweg,madretschkanal,4,,,ranunculus tuberosus,scattered,1,,
16-04-2021,Holunderweg,madretschkanal,4,,,sanguisorba minor,patches,1,,
16-04-2021,Holunderweg,madretschkanal,4,,,Prunus avium,1,1,,
16-04-2021,Holunderweg,madretschkanal,5,,,tulipa raddii,1 patch,1,,
16-04-2021,Holunderweg,madretschkanal,5,,,ranunculus tuberosus,1  patch,1,,
16-04-2021,Holunderweg,madretschkanal,5,,,Prunus avium,1,1,,
16-04-2021,Holunderweg,madretschkanal,5,,,Hedera helix,Some % of cover,2,1,
15-04-2021,schleusenweg,suze,1,,,alliaria petiolata,Some % of cover,2,,
15-04-2021,schleusenweg,suze,1,,,Hedera helix,Signficant % of cover,2,1,
15-04-2021,schleusenweg,suze,1,,,taraxacum,scattered,1,,
15-04-2021,schleusenweg,suze,1,,,lamium maculatum,Some % of cover,2,,
15-04-2021,schleusenweg,suze,1,,,cymbalaria muralis,scattered patches,2,,
15-04-2021,schleusenweg,suze,1,,,sonchus oleraceus,1,1,,
15-04-2021,schleusenweg,suze,2,,,alliaria petiolata,scattered patches,2,,
15-04-2021,schleusenweg,suze,2,,,Equisetum arvense,scattered,1,,
15-04-2021,schleusenweg,suze,2,,,Stellaria media,scattered,1,,
15-04-2021,schleusenweg,suze,2,,,chelidonium majus,1 patch,1,,
15-04-2021,schleusenweg,suze,2,,,cardamine hirsuta,scattered,1,,
15-04-2021,schleusenweg,suze,2,,,Hedera helix,Signficant % of cover,2,1,
15-04-2021,schleusenweg,suze,2,,,taraxacum,scattered,1,,
15-04-2021,schleusenweg,suze,3,,,taraxacum,,1,,
14-03-2021,schleusenweg,suze,1,,,cardamine hirsuta,scattered,1,,
14-03-2021,schleusenweg,suze,1,,,ranunculus ficaria,scattered patches,2,,
14-03-2021,schleusenweg,suze,1,,,lamium maculatum,2 patches,2,,
14-03-2021,schleusenweg,suze,1,,,Veronica hederifolia,scattered,1,,
14-03-2021,schleusenweg,suze,1,,,cardamine flexuosa,scattered,1,,
15-04-2021,schuessinsel,suze,5,,,Veronica hederifolia,scattered,1,,
15-04-2021,schuessinsel,suze,5,,,taraxacum,Some % of cover,1,,
15-04-2021,schuessinsel,suze,5,,,lamium purpureum,Some % of cover,2,,
15-04-2021,schuessinsel,suze,5,,,lamium maculatum,scattered,2,,
15-04-2021,schuessinsel,suze,5,,,Veronica hederifolia,scattered,1,,
15-04-2021,schuessinsel,suze,5,,,veronica persica,scattered,1,,
15-04-2021,schuessinsel,suze,5,,,Tussilago farfara,scattered patches,2,,
15-04-2021,schuessinsel,suze,5,,,petasites hybridus,Some % of cover,2,,
15-04-2021,schuessinsel,suze,5,,,rumex acetosa,1  patch,2,,
15-04-2021,schuessinsel,suze,5,,,ranunculus acris,scattered,1,,
15-04-2021,schuessinsel,suze,5,,,corydalis cava,scattered,2,,
20-03-2021,schuessinsel,suze,5,,,petasites hybridus,Some % of cover,2,,
20-03-2021,schuessinsel,suze,5,,,Tussilago farfara,scattered patches,2,,
20-03-2021,schuessinsel,suze,5,,,lamium purpureum,scattered,2,,
20-03-2021,schuessinsel,suze,5,,,veronica persica,scattered,1,,
20-03-2021,schuessinsel,suze,5,,,cardamine flexuosa,scattered,1,,
20-03-2021,schuessinsel,suze,5,,,corydalis cava,scattered patches,2,,
20-03-2021,Holunderweg,madretschkanal,5,,,Hedera helix,1,2,1,
20-03-2021,Holunderweg,madretschkanal,4,,,Tussilago farfara,Some % of cover,2,,
20-03-2021,Holunderweg,madretschkanal,4,,,lamium maculatum,1 patch,2,,
20-03-2021,Holunderweg,madretschkanal,4,,,euphorbia helioscopa,1  patch,2,,
20-03-2021,Holunderweg,madretschkanal,4,,,Veronica hederifolia,scattered,1,,
20-03-2021,Holunderweg,madretschkanal,4,,,Prunus cerasifera,1,1,,
20-03-2021,Holunderweg,madretschkanal,4,,,veronica persica,1  patch,1,,
20-03-2021,Holunderweg,madretschkanal,4,,,cardamine flexuosa,scattered,1,,
20-03-2021,Holunderweg,madretschkanal,4,,,ranunculus ficaria,1  patch,2,,
20-03-2021,Holunderweg,madretschkanal,3,,,cornus mas,1,2,,
20-03-2021,Holunderweg,madretschkanal,3,,,veronica persica,scattered,1,,
20-03-2021,Holunderweg,madretschkanal,3,,,cardamine hirsuta,scattered,1,,
20-03-2021,Holunderweg,madretschkanal,3,,,Glechoma hederacea,1 patch,2,,
20-03-2021,Holunderweg,madretschkanal,3,,,ranunculus ficaria,2 patches,2,,
20-03-2021,Holunderweg,madretschkanal,3,,,Veronica hederifolia,scattered,1,,
20-03-2021,schuessinsel,suze,6,,,viola odorata,1 patch,1,,
20-03-2021,schuessinsel,suze,6,,,Tussilago farfara,scattered,2,,
20-03-2021,schuessinsel,suze,6,,,corydalis cava,scattered patches,2,,
20-03-2021,schuessinsel,suze,6,,,cardamine hirsuta,scattered,1,,
20-03-2021,schuessinsel,suze,6,,,veronica persica,scattered,1,,
20-03-2021,schuessinsel,suze,7,,,lamium purpureum,scattered,2,,
20-03-2021,schuessinsel,suze,7,,,veronica persica,scattered,1,,
20-03-2021,schuessinsel,suze,7,,,taraxacum,scattered,1,,
20-03-2021,schuessinsel,suze,7,,,salix caprea,several individuals,2,,
20-03-2021,schuessinsel,suze,7,,,Primula acaulis,scattered,2,,
20-03-2021,schuessinsel,suze,7,,,galanthus nivalis,1  patch,2,,
20-03-2021,schuessinsel,suze,7,,,salix purpurea,1,1,,
20-03-2021,schuessinsel,suze,7,,,Bellis perennis,scattered,2,,
20-03-2021,schuessinsel,suze,7,,,Capsella bursa-pastoris,1  patch,1,,
20-03-2021,eidochsweg,suze,1,,,viola odorata,Some % of cover,1,,
20-03-2021,eidochsweg,suze,1,,,corydalis cava,Signficant % of cover,2,,
20-03-2021,eidochsweg,suze,1,,,ranunculus ficaria,Some % of cover,2,,
20-03-2021,eidochsweg,suze,1,,,Anemone nemorosa,Some % of cover,2,,
20-03-2021,eidochsweg,suze,1,,,Primula acaulis,2 patches,2,,
20-03-2021,eidochsweg,suze,1,,,salix caprea,Some % of cover,0,,several salix in forest area
20-03-2021,eidochsweg,suze,3,,,Primula acaulis,1 patch,2,,
20-03-2021,eidochsweg,suze,1,,,veronica persica,scattered,1,,
20-03-2021,eidochsweg,suze,3,,,cardamine hirsuta,scattered,1,,
20-03-2021,eidochsweg,suze,3,,,salix caprea,Some % of cover,0,,several salix  in forest area  time not taken to identify.
20-03-2021,eidochsweg,suze,1,,,cardamine hirsuta,scattered patches,1,,
20-03-2021,buerenstrasse,suze,2,,,veronica persica,,1,,
20-03-2021,buerenstrasse,suze,2,,,Veronica hederifolia,,1,,
20-03-2021,buerenstrasse,suze,2,,,lamium purpureum,,2,,
20-03-2021,buerenstrasse,suze,2,,,bellis perennis,,2,,
20-03-2021,buerenstrasse,suze,2,,,Potentilla sterilis,,2,,
20-03-2021,buerenstrasse,suze,2,,,viola odorata,,1,,
20-03-2021,buerenstrasse,suze,2,,,cardamine hirsuta,,1,,
20-03-2021,buerenstrasse,suze,2,,,erophila verna,,1,,
20-03-2021,buerenstrasse,suze,2,,,ranunculus ficaria,,2,,
20-03-2021,buerenstrasse,suze,2,,,salix caprea,,1,,
20-03-2021,buerenstrasse,suze,1,,,Capsella bursa-pastoris,1 patch  scattered,1,,
20-03-2021,buerenstrasse,suze,1,,,cardamine hirsuta,scattered,1,,
20-03-2021,buerenstrasse,suze,1,,,Tussilago farfara,scattered,2,,
20-03-2021,buerenstrasse,suze,1,,,salix caprea,Signficant % of cover,1,,
20-03-2021,buerenstrasse,suze,1,,,senecio vulgaris,scattered,2,,
20-03-2021,buerenstrasse,suze,1,,,erophila verna,Some % of cover,1,,
20-03-2021,buerenstrasse,suze,3,,,Tussilago farfara,4 patches,2,,
20-03-2021,buerenstrasse,suze,3,,,salix purpurea,1  patch,1,,
20-03-2021,buerenstrasse,suze,3,,,salix caprea,1  patch,1,,
17-04-2021,schuessinsel,kanal,3,,,Tussilago farfara,Some % of cover,2,,
17-04-2021,schuessinsel,kanal,3,,,Glechoma hederacea,scattered,2,,
17-04-2021,schuessinsel,kanal,3,,,veronica persica,scattered,1,,
17-04-2021,schuessinsel,kanal,3,,,taraxacum,Some % of cover,1,,
17-04-2021,schuessinsel,kanal,3,,,ranunculus bulbosus,Some % of cover,1,,
17-04-2021,schuessinsel,kanal,3,,,ranunculus acris,patches,1,,
17-04-2021,schuess fussweg,kanal,3,,,cardamine hirsuta,scattered,1,,
17-04-2021,schuessinsel,kanal,2,,,Veronica hederifolia,scattered,1,,
17-04-2021,schuessinsel,kanal,2,,,ranunculus bulbosus,Some % of cover,1,,
17-04-2021,schuessinsel,kanal,2,,,taraxacum,Some % of cover,1,,
17-04-2021,schuessinsel,kanal,2,,,Glechoma hederacea,scattered,2,,
17-04-2021,schuessinsel,kanal,2,,,cardamine hirsuta,scattered,1,,
17-04-2021,schloesslifeld,suze,1,,,ajuga reptans,1 patch,2,,
17-04-2021,schloesslifeld,suze,1,,,Equisetum arvense,Signficant % of cover,1,,
17-04-2021,schloesslifeld,suze,1,,,taraxacum,scattered,1,,
17-04-2021,schloesslifeld,suze,1,,,cardamine hirsuta,patch  scattered,1,,
17-04-2021,schloesslifeld,suze,1,,,Glechoma hederacea,patches,2,,
17-04-2021,schloesslifeld,suze,1,,,prunus padus,1,2,,
17-04-2021,muehlestrasse,suze,1,,,taraxacum,scattered,1,,
17-04-2021,muehlestrasse,suze,1,,,Equisetum arvense,Signficant % of cover,1,,
17-04-2021,muehlestrasse,suze,1,,,ranunculus ficaria,scattered patches,2,,
17-04-2021,muehlestrasse,suze,1,,,alliaria petiolata,scattered patches,2,,
17-04-2021,muehlestrasse,suze,1,,,ranunculus acris,scattered patches,1,,
17-04-2021,muehlestrasse,suze,1,,,Hedera helix,scattered,2,1,
17-04-2021,muehlestrasse,suze,1,,,lonicera xylosteum,1 patch,2,,
17-04-2021,muehlestrasse,suze,1,,,alnus glutinosa,1,1,1,
17-04-2021,muehlestrasse,suze,1,,,salix caprea,1,1,1,
17-04-2021,muehlestrasse,suze,1,,,cardamine hirsuta,scattered,1,,
17-04-2021,eidochsweg,suze,3,,,taraxacum,Some % of cover,1,,
17-04-2021,eidochsweg,suze,3,,,lamium maculatum,1 patch,2,,
17-04-2021,eidochsweg,suze,3,,,alliaria petiolata,2 patches,2,,
17-04-2021,eidochsweg,suze,3,,,veronica persica,scattered,1,,
17-04-2021,eidochsweg,suze,3,,,Primula acaulis,1  patch,2,,
17-04-2021,eidochsweg,suze,3,,,ranunculus ficaria,1  patch,2,,
17-04-2021,eidochsweg,suze,3,,,cardamine hirsuta,scattered,1,,
17-04-2021,eidochsweg,suze,3,,,Hedera helix,Some % of cover,2,1,
17-04-2021,eidochsweg,suze,3,,,lunaria annua,1  patch,1,,
17-04-2021,eidochsweg,suze,2,,,Anemone nemorosa,1  patch,2,,
17-04-2021,eidochsweg,suze,2,,,ranunculus repens,scattered,1,,
17-04-2021,eidochsweg,suze,2,,,alliaria petiolata,scattered patches,2,,
17-04-2021,eidochsweg,suze,2,,,Glechoma hederacea,scattered patches,2,,
17-04-2021,eidochsweg,suze,2,,,bellis perennis,1  patch,2,,
17-04-2021,eidochsweg,suze,2,,,ranunculus bulbosus,scattered,1,,
17-04-2021,eidochsweg,suze,2,,,Hedera helix,Some % of cover,2,1,
17-04-2021,eidochsweg,suze,2,,,taraxacum,scattered,1,,
17-04-2021,eidochsweg,suze,2,,,plantago media,1  patch,2,,
17-04-2021,eidochsweg,suze,1,,,plantago media,1  patch,2,,
17-04-2021,eidochsweg,suze,1,,,Veronica hederifolia,Some % of cover,1,,
17-04-2021,eidochsweg,suze,1,,,glechoma hederacea,scattered,2,,
17-04-2021,eidochsweg,suze,1,,,cardamine hirsuta,scattered,1,,
17-04-2021,eidochsweg,suze,1,,,prunus avium,2,1,,
17-04-2021,eidochsweg,suze,1,,,taraxacum,scattered,1,,
17-04-2021,eidochsweg,suze,1,,,corydalis cava,Signficant % of cover,2,,few in flower
17-04-2021,eidochsweg,suze,1,,,ranunculus acris,Some % of cover,1,,
17-04-2021,eidochsweg,suze,1,,,Hedera helix,Some % of cover,2,1,
22-02-2021,sonnenfeld,suze,1,,,Berberis aquifolium,2 patches,2,1,about to be in flower
22-02-2021,sonnenfeld,suze,1,,,Veronica hederifolia,scattered patches,1,,
22-02-2021,sonnenfeld,suze,1,,,Stellaria media,scattered patches,1,,
22-02-2021,sonnenfeld,suze,1,,,erophila verna,Some % of cover,1,,
22-02-2021,sonnenfeld,suze,1,,,senecio vulgaris,scattered patches,2,,
22-02-2021,sonnenfeld,suze,1,,,cardamine hirsuta,scattered patches,1,,
22-02-2021,sonnenfeld,suze,1,,,Capsella bursa-pastoris,Some % of cover,1,,
24-04-2021,Bermenstrasse,berm,3,,,ranunculus bulbosus,Some % of cover,2,,
24-04-2021,Bermenstrasse,berm,3,,,saxifraga tridactylites,Some % of cover,2,,
24-04-2021,Bermenstrasse,berm,3,,,lotus corniculatus,2 patches,1,,
