;taxon_id;isfs;species;code_ws;status;num_obs;years_min;years_max;douteuse
0;1000000;100.0;Abies alba Mill.;Fréquent;Indigène;9;1955;2020;
1;1000020;150.0;Abutilon theophrasti Medik.;-;Néophyte;1;2018;2018;
2;1000070;300.0;Acer campestre L.;Fréquent;Indigène;32;1953;2020;
3;1000110;600.0;Acer opalus Mill.;Fréquent;Indigène;26;1901;2020;
4;1000120;700.0;Acer platanoides L.;Fréquent;Indigène;24;1982;2020;
5;1000130;800.0;Acer pseudoplatanus L.;Fréquent;Indigène;33;1982;2020;
6;1000160;900.0;Aceras anthropophorum (L.) W. T. Aiton;Littérature;Indigène;5;1946;2002;
7;1000330;1700.0;Achillea millefolium L.;Fréquent;Indigène;8;1982;2020;
8;1000320;1706.0;Achillea millefolium aggr.;Fréquent;Indigène;30;1982;2020;
9;1000370;2000.0;Achillea nobilis L.;-;Indigène;1;1892;1892;
10;1000450;2700.0;Achnatherum calamagrostis (L.) P. Beauv.;Fréquent;Indigène;3;1982;2012;
11;1000460;2800.0;Acinos alpinus (L.) Moench;Suppl. de 1994;Indigène;1;1994;2015;
12;1000470;2900.0;Acinos arvensis (Lam.) Dandy;Fréquent;Indigène;20;1982;2020;
13;1000730;5200.0;Actaea spicata L.;Fréquent;Indigène;2;1982;2010;
14;1000820;5800.0;Adonis aestivalis L.;Herbier;Indigène;0;1966;1966;
15;1000880;6300.0;Adoxa moschatellina L.;Fréquent;Indigène;1;1982;2020;
16;1000930;6800.0;Aegopodium podagraria L.;Fréquent;Indigène;10;1982;2020;
17;1000940;6900.0;Aesculus hippocastanum L.;-;Néophyte;6;2006;2018;
18;1000990;7200.0;Aethusa cynapium L.;Fréquent;Indigène;5;1982;2017;
19;1001010;7400.0;Agrimonia eupatoria L.;Fréquent;Indigène;8;1982;2018;
20;1001080;8600.0;Agrostis capillaris L.;Fréquent;Indigène;7;1982;2014;
21;1001130;9300.0;Agrostis stolonifera L.;Fréquent;Indigène;8;1982;2018;
22;1001150;9500.0;Ailanthus altissima (Mill.) Swingle;-;Néophyte;15;2003;2020;
23;1001210;10200.0;Ajuga genevensis L.;Fréquent;Indigène;8;1982;2015;
24;1001230;10400.0;Ajuga reptans L.;Fréquent;Indigène;22;1955;2021;
25;1001270;10500.0;Alcea rosea L.;-;Subspontané;1;2019;2019;
26;1001740;15000.0;Alchemilla glabra aggr.;Fréquent;Indigène;0;1982;1982;
27;1002440;21100.0;Alchemilla vulgaris aggr.;-;Indigène;6;2006;2014;
28;1002470;21300.0;Alchemilla xanthochlora Rothm.;-;Indigène;1;2006;2006;
29;1002510;21900.0;Alisma plantago-aquatica L.;Herbier;Indigène;4;1903;2020;
30;1002520;22100.0;Alliaria petiolata (M. Bieb.) Cavara & Grande;Fréquent;Indigène;36;1982;2021;
31;1002540;22200.0;Allium angulosum L.;Littérature;Indigène;1;1902;1966;
32;1002560;22350.0;Allium carinatum L.;Fréquent;Indigène;2;1982;2015;
33;1002570;22400.0;Allium carinatum L. subsp. carinatum;Fréquent;Indigène;0;1982;1982;
34;1002680;23600.0;Allium oleraceum L.;Fréquent;Indigène;10;1982;2020;
35;1002760;24500.0;Allium sphaerocephalon L.;Fréquent;Indigène;7;1855;2013;
36;1002790;24800.0;Allium ursinum L.;Fréquent;Indigène;8;1982;2021;
37;1002810;25000.0;Allium vineale L.;Fréquent;Indigène;1;1982;2005;
38;1002840;25200.0;Alnus glutinosa (L.) Gaertn.;Fréquent;Indigène;4;1982;2020;
39;1002900;25700.0;Alopecurus geniculatus L.;Littérature;Indigène;1;1966;2010;
40;1002910;25900.0;Alopecurus myosuroides Huds.;Fréquent;Indigène;4;1982;2019;
41;1002920;26000.0;Alopecurus pratensis L.;Fréquent;Indigène;8;1982;2020;
42;1003070;27500.0;Amaranthus albus L.;Littérature;Néophyte;3;1966;2018;
43;1003090;27570.0;Amaranthus blitum L.;-;Indigène;1;2018;2018;
44;1003085;27600.0;Amaranthus blitum aggr.;-;Indigène;1;2018;2018;
45;1003140;28100.0;Amaranthus deflexus L.;Littérature;Néophyte;0;1966;1966;
46;1003170;28400.0;Amaranthus hybridus aggr.;Fréquent;Néophyte;3;1982;2015;
47;1003210;28850.0;Amaranthus powellii S. Watson;-;Néophyte;1;2013;2013;
48;1003220;28900.0;Amaranthus retroflexus L.;Littérature;Néophyte;3;1966;2015;
49;1003230;29000.0;Ambrosia artemisiifolia L.;-;Néophyte;1;1997;1997;
50;1003290;29300.0;Amelanchier ovalis Medik.;Fréquent;Indigène;15;1901;2020;
51;1003300;29400.0;Ammi majus L.;Littérature;Néophyte;0;1966;1966;
52;1003350;29600.0;Anacamptis pyramidalis (L.) Rich.;Suppl. de 1994;Indigène;11;1931;2020;
53;1003351;29610.0;Anacamptis pyramidalis (L.) Rich. subsp. pyramidalis;-;Indigène;5;1931;2019;
54;1003380;29700.0;Anagallis arvensis L.;Fréquent;Indigène;4;1982;2015;
55;1003400;30000.0;Anagallis minima (L.) E. H. L. Krause;Littérature;Indigène;0;1966;1966;
56;1003440;30300.0;Anchusa arvensis (L.) M. Bieb.;Littérature;Indigène;1;1966;2010;
57;1003730;33350.0;Anemone blanda Schott & Kotschy;-;Introduit;1;2020;2020;
58;1003770;33600.0;Anemone nemorosa L.;Fréquent;Indigène;30;1955;2021;
59;1003780;33700.0;Anemone ranunculoides L.;Suppl. de 1984;Indigène;3;1984;2021;
60;1003820;34100.0;Angelica sylvestris L.;Fréquent;Indigène;5;1982;2020;
61;1003900;34900.0;Anthemis tinctoria L.;Suppl. de 1994;Indigène;3;1994;2017;
62;1003930;35200.0;Anthericum ramosum L.;Fréquent;Indigène;7;1982;2017;
63;1003970;35400.0;Anthoxanthum odoratum L.;Fréquent;Indigène;11;1955;2020;
64;1003960;35500.0;Anthoxanthum odoratum aggr.;Fréquent;Indigène;16;1955;2020;
65;1003980;35600.0;Anthriscus caucalis M. Bieb.;-;Indigène;1;2018;2018;
66;1003990;35700.0;Anthriscus cerefolium (L.) Hoffm.;-;Indigène;2;1901;2007;
67;1004010;35900.0;Anthriscus sylvestris (L.) Hoffm.;Fréquent;Indigène;6;1982;2020;
68;1004070;36790.0;Anthyllis vulneraria L.;Fréquent;Indigène;21;1982;2020;
69;1004080;36800.0;Anthyllis vulneraria L. subsp. vulneraria;Fréquent;Néophyte;7;1982;2013;
70;1004100;37000.0;Anthyllis vulneraria subsp. carpatica (Pant.) Nyman;Suppl. de 1994;Indigène;4;1994;2012;
71;1004210;38000.0;Aphanes arvensis L.;Fréquent;Indigène;2;1982;2018;
72;1004330;39100.0;Aquilegia vulgaris L.;Fréquent;Indigène;15;1982;2020;
73;1004340;39200.0;Arabidopsis thaliana (L.) Heynh.;-;Indigène;5;2005;2020;
74;1004360;39350.0;Arabis alpina L.;Fréquent;Indigène;10;1895;2019;
75;1004370;39400.0;Arabis alpina L. subsp. alpina;Fréquent;Indigène;8;1895;2010;
76;1004390;39600.0;Arabis auriculata Lam.;Fréquent;Indigène;14;1953;2014;
77;1004440;40200.0;Arabis ciliata Clairv.;-;Indigène;1;2011;2011;
78;1004450;40300.0;Arabis collina Ten.;-;Indigène;1;1926;1926;
79;1004460;40600.0;Arabis hirsuta (L.) Scop.;Fréquent;Indigène;10;1982;2020;
80;1004470;40605.0;Arabis hirsuta aggr.;Fréquent;Indigène;19;1895;2020;
81;1004490;41100.0;Arabis nova Vill.;Littérature;Indigène;3;1966;2014;
82;1004580;42100.0;Arabis turrita L.;Fréquent;Indigène;19;1895;2020;
83;1004590;42150.0;Aralia elata (Miq.) Seem.;-;Néophyte;1;2013;2013;
84;1004610;42200.0;Arctium lappa L.;Rare;Indigène;1;1982;2007;
85;1004620;42300.0;Arctium minus Bernh.;Rare;Indigène;7;1982;2018;
86;1004630;42400.0;Arctium minus Bernh. subsp. minus;-;Indigène;3;2007;2018;
87;1004650;42600.0;Arctium nemorosum Lej.;-;Indigène;1;2007;2007;
88;1004690;43100.0;Arctostaphylos uva-ursi (L.) Spreng.;Fréquent;Indigène;3;1982;2012;
89;1004770;44000.0;Arenaria leptoclados (Rchb.) Guss.;Littérature;Indigène;5;1966;2012;
90;1004810;44300.0;Arenaria serpyllifolia L.;Fréquent;Indigène;13;1982;2018;
91;1004800;44305.0;Arenaria serpyllifolia aggr.;Littérature;Indigène;22;1966;2018;
92;1004830;44600.0;Aristolochia clematitis L.;-;Indigène;1;1952;1952;
93;1004930;45900.0;Arrhenatherum elatius (L.) J. Presl & C. Presl;Fréquent;Indigène;24;1982;2020;
94;1004950;46100.0;Artemisia absinthium L.;Rare;Néophyte;2;1982;2020;
95;1005150;47900.0;Artemisia verlotiorum Lamotte;-;Néophyte;3;2015;2020;
96;1005160;48000.0;Artemisia vulgaris L.;Fréquent;Indigène;16;1909;2020;
97;1005180;48200.0;Arum maculatum L.;Fréquent;Indigène;15;1982;2021;
98;1005190;48300.0;Aruncus dioicus (Walter) Fernald;Fréquent;Indigène;2;1982;2020;
99;1005220;48700.0;Asarum europaeum L.;Fréquent;Indigène;8;1982;2020;
100;1005310;49300.0;Asperula arvensis L.;Littérature;Indigène;0;1966;1966;
101;1005320;49400.0;Asperula cynanchica L.;Fréquent;Indigène;2;1982;2015;
102;1005315;49410.0;Asperula cynanchica aggr.;Fréquent;Indigène;2;1982;2015;
103;1005380;49900.0;Asplenium adiantum-nigrum L.;Suppl. de 1994;Indigène;3;1991;2015;
104;1005639;49910.0;Asplenium adiantum-nigrum aggr.;Suppl. de 1994;Indigène;3;1991;2015;
105;1000377;50200.0;Asplenium ceterach L.;-;Indigène;10;1953;2021;
106;1005440;50500.0;Asplenium fontanum (L.) Bernh.;Fréquent;Indigène;17;1953;2017;
107;1005500;50900.0;Asplenium ruta-muraria L.;Fréquent;Indigène;27;1982;2021;
108;1005540;51200.0;Asplenium septentrionale (L.) Hoffm.;Littérature;Indigène;0;1966;1966;
109;1005550;51400.0;Asplenium trichomanes L.;Fréquent;Indigène;40;1982;2021;
110;1005560;51420.0;Asplenium trichomanes L. subsp. trichomanes;-;Indigène;2;2011;2013;
111;1005570;51440.0;Asplenium trichomanes subsp. hastatum (Christ) S. Jess.;-;Indigène;1;2020;2020;
112;1005590;51460.0;Asplenium trichomanes subsp. pachyrachis (Christ) Lovis & Reichst.;-;Indigène;3;2003;2003;
113;1005610;51500.0;Asplenium viride Huds.;Fréquent;Indigène;2;1982;2010;
114;1005650;51900.0;Aster amellus L.;Fréquent;Indigène;35;1953;2020;
115;1005660;52000.0;Aster bellidiastrum (L.) Scop.;Fréquent;Indigène;4;1982;2012;
116;1005690;52200.0;Aster linosyris (L.) Bernh.;Fréquent;Indigène;7;1953;2013;
117;1005710;52500.0;Aster novi-belgii aggr.;Rare;Néophyte;0;1982;1982;
118;1006060;55400.0;Athamanta cretensis L.;Fréquent;Indigène;6;1982;2012;
119;1006140;56300.0;Atriplex patula L.;Fréquent;Indigène;2;1982;2010;
120;1006150;56400.0;Atriplex prostrata DC.;Littérature;Indigène;3;1903;1966;
121;1006190;56500.0;Atropa bella-donna L.;Fréquent;Indigène;9;1982;2020;
122;1006200;56600.0;Aubrieta deltoidea (L.) DC.;-;Néophyte;1;2015;2015;
123;1006220;56700.0;Aurinia saxatilis (L.) Desv.;-;Subspontané;1;2007;2007;
124;1006450;58600.0;Barbarea vulgaris R. Br.;Fréquent;Indigène;3;1982;2020;
125;1006490;59100.0;Bellis perennis L.;Fréquent;Indigène;22;1982;2021;
126;1006510;59155.0;Berberis julianae C. K. Schneid.;-;Néophyte;7;2010;2020;
127;1006530;59200.0;Berberis vulgaris L.;Fréquent;Indigène;16;1982;2020;
128;1006600;60400.0;Betula pendula Roth;Rare;Indigène;8;1982;2020;
129;1006595;60450.0;Betula pendula aggr.;Rare;Indigène;8;1982;2020;
130;1006890;62700.0;Blitum virgatum L.;Littérature;Indigène;0;1966;1966;
131;1006970;63100.0;Bothriochloa ischaemum (L.) Keng;Littérature;Indigène;11;1966;2018;
132;1007070;64000.0;Brachypodium pinnatum aggr.;Fréquent;Indigène;19;1982;2014;
133;1007090;64200.0;Brachypodium sylvaticum (Huds.) P. Beauv.;Fréquent;Indigène;10;1982;2020;
134;1007120;64400.0;Brassica napus L.;-;Néophyte;5;2005;2016;
135;1007160;64700.0;Brassica rapa L.;-;Néophyte;1;2015;2015;
136;1007200;65200.0;Briza media L.;Fréquent;Indigène;11;1982;2014;
137;1007230;65400.0;Bromus benekenii (Lange) Trimen;Fréquent;Indigène;4;1982;2012;
138;1007290;65695.0;Bromus erectus Huds.;Fréquent;Indigène;35;1982;2020;
139;1007300;65700.0;Bromus erectus Huds. subsp. erectus;Fréquent;Indigène;25;1982;2020;
140;1007330;66000.0;Bromus hordeaceus L.;Fréquent;Indigène;7;1982;2019;
141;1007360;66100.0;Bromus inermis Leyss.;-;Néophyte;3;1978;2017;
142;1007355;66130.0;Bromus inermis aggr.;-;Néophyte;3;1978;2017;
143;1007470;66800.0;Bromus ramosus Huds.;Fréquent;Indigène;2;1982;2011;
144;1007530;67100.0;Bromus squarrosus L.;Herbier;Néophyte;0;1966;1966;
145;1007540;67200.0;Bromus sterilis L.;Fréquent;Indigène;15;1982;2020;
146;1007550;67300.0;Bromus tectorum L.;Fréquent;Indigène;10;1982;2014;
147;1007570;67450.0;Brunnera macrophylla (Adams) I. M. Johnst.;-;Néophyte;4;2012;2020;
148;1007590;67600.0;Bryonia dioica Jacq.;Littérature;Indigène;17;1893;2020;
149;1007600;67700.0;Buddleja davidii Franch.;Rare;Néophyte;68;1982;2020;
150;1007620;67900.0;Buglossoides arvensis (L.) I. M. Johnst.;Rare;Indigène;5;1982;2017;
151;1007630;68000.0;Buglossoides purpurocaerulea (L.) I. M. Johnst.;-;Indigène;5;2010;2020;
152;1007710;69000.0;Bupleurum falcatum L.;Fréquent;Indigène;34;1893;2020;
153;1007720;69100.0;Bupleurum falcatum L. subsp. falcatum;-;Indigène;14;1953;2018;
154;1007800;69900.0;Bupleurum ranunculoides L.;-;Indigène;1;2005;2005;
155;1007820;70100.0;Bupleurum ranunculoides subsp. caricinum (DC.) Arcang.;-;Indigène;1;2005;2005;?
156;1007850;70400.0;Butomus umbellatus L.;-;Indigène;1;2020;2020;
157;1007860;70500.0;Buxus sempervirens L.;Rare;Indigène;4;1953;2018;
158;1007900;70800.0;Calamagrostis epigejos (L.) Roth;Fréquent;Indigène;3;1982;2012;
159;1007960;71600.0;Calamintha ascendens Jord.;-;Indigène;4;2009;2012;
160;1007980;71900.0;Calamintha menthifolia Host;Fréquent;Indigène;18;1982;2020;
161;1008000;72000.0;Calamintha nepeta aggr.;Fréquent;Indigène;23;1982;2020;
162;1008160;73600.0;Calluna vulgaris (L.) Hull;Rare;Indigène;2;1982;2013;
163;1008200;73900.0;Calystegia sepium (L.) R. Br.;Fréquent;Indigène;9;1982;2020;
164;1008250;74400.0;Camelina sativa (L.) Crantz;Herbier;Indigène;0;1966;1966;
165;1008255;;Camelina sativa var. pilosa DC.;Herbier;Indigène;0;1966;1966;
166;1008440;75700.0;Campanula glomerata L.;Fréquent;Indigène;6;1982;2020;
167;1008450;75800.0;Campanula glomerata L. subsp. glomerata;-;Indigène;3;2013;2019;
168;1008510;76200.0;Campanula patula L.;-;Indigène;1;2010;2010;
169;1008550;76500.0;Campanula persicifolia L.;Fréquent;Indigène;19;1949;2020;
170;1008610;76800.0;Campanula rapunculoides L.;Fréquent;Indigène;8;1982;2020;
171;1008620;76900.0;Campanula rapunculus L.;Fréquent;Indigène;16;1982;2019;
172;1008640;77100.0;Campanula rotundifolia L.;Fréquent;Indigène;25;1982;2020;
173;1008690;77600.0;Campanula trachelium L.;Fréquent;Indigène;14;1982;2020;
174;1008720;77900.0;Capsella bursa-pastoris (L.) Medik.;Fréquent;Indigène;18;1982;2021;
175;1008740;78000.0;Capsella rubella Reut.;-;Indigène;1;2015;2015;
176;1008790;78300.0;Cardamine amara L.;Rare;Indigène;1;1982;2007;
177;1008855;78700.0;Cardamine flexuosa aggr.;Fréquent;Indigène;1;1982;2011;
178;1008880;78800.0;Cardamine heptaphylla (Vill.) O. E. Schulz;Fréquent;Indigène;10;1982;2021;
179;1008890;78900.0;Cardamine hirsuta L.;Fréquent;Indigène;17;1982;2020;
180;1008900;79000.0;Cardamine impatiens L.;-;Indigène;1;2013;2013;
181;1008950;79600.0;Cardamine pentaphyllos (L.) Crantz;Fréquent;Indigène;2;1982;2021;
182;1008990;79790.0;Cardamine pratensis L.;-;Indigène;3;2019;2021;
183;1008970;79900.0;Cardamine pratensis aggr.;Fréquent;Indigène;5;1982;2021;
184;1009120;81100.0;Cardaria draba (L.) Desv.;Rare;Néophyte;4;1885;2020;
185;1009140;81500.0;Carduus crispus L.;Fréquent;Indigène;3;1982;2012;
186;1009170;81595.0;Carduus defloratus L.;Fréquent;Indigène;8;1895;2017;
187;1009180;81600.0;Carduus defloratus L. subsp. defloratus;Fréquent;Indigène;8;1895;2017;
188;1009210;82100.0;Carduus nutans L.;Fréquent;Indigène;0;1982;1982;
189;1009270;82900.0;Carex acuta aggr.;Fréquent;Indigène;0;1982;1982;
190;1009290;83000.0;Carex acutiformis Ehrh.;Fréquent;Indigène;4;1982;2013;
191;1009300;83100.0;Carex alba Scop.;Fréquent;Indigène;11;1955;2018;
192;1009410;84100.0;Carex brachystachys Schrank;Littérature;Indigène;5;1945;2014;
193;1009510;84900.0;Carex caryophyllea Latourr.;Fréquent;Indigène;16;1982;2020;
194;1009610;86100.0;Carex digitata L.;Fréquent;Indigène;22;1955;2020;
195;1009630;86300.0;Carex distans L.;Littérature;Indigène;1;1903;1966;
196;1009670;86500.0;Carex divulsa Stokes;-;Indigène;1;2012;2012;
197;1009690;86800.0;Carex elata All.;-;Indigène;1;2009;2009;
198;1009710;87000.0;Carex elongata L.;Littérature;Indigène;0;1966;1966;
199;1009760;87500.0;Carex flacca Schreb.;Fréquent;Indigène;20;1955;2020;
200;1009780;87600.0;Carex flava L.;Rare;Indigène;1;1982;1998;
201;1009770;87605.0;Carex flava aggr.;Rare;Indigène;1;1982;1998;
202;1009850;88300.0;Carex halleriana Asso;Fréquent;Indigène;16;1901;2020;
203;1009880;88600.0;Carex hirta L.;Fréquent;Indigène;7;1982;2018;
204;1009900;88800.0;Carex humilis Leyss.;Fréquent;Indigène;8;1906;2017;
205;1009950;89300.0;Carex leersii F. W. Schultz;Fréquent;Indigène;1;1982;2012;
206;1009980;89600.0;Carex limosa L.;Littérature;Indigène;0;1966;1966;
207;1010040;90300.0;Carex montana L.;Fréquent;Indigène;25;1955;2020;
208;1010060;90500.0;Carex muricata aggr.;Fréquent;Indigène;11;1982;2020;
209;1010090;91200.0;Carex ornithopoda Willd.;Fréquent;Indigène;3;1982;2012;
210;1010120;91500.0;Carex pairae F. W. Schultz;Fréquent;Indigène;1;1982;2011;
211;1010190;92300.0;Carex pendula Huds.;Fréquent;Indigène;6;1982;2020;
212;1010210;92500.0;Carex pilulifera L.;Littérature;Indigène;1;1966;2013;
213;1010290;93300.0;Carex remota L.;Fréquent;Indigène;5;1978;2013;
214;1010320;93700.0;Carex rostrata Stokes;Littérature;Indigène;1;1966;1998;
215;1010350;94200.0;Carex spicata Huds.;Fréquent;Indigène;2;1982;2018;
216;1010390;94700.0;Carex sylvatica Huds.;Fréquent;Indigène;6;1982;2018;
217;1010430;95300.0;Carex vesicaria L.;Fréquent;Indigène;1;1982;2008;
218;1010490;95800.0;Carlina acaulis L.;Fréquent;Indigène;4;1982;2014;
219;1010510;96000.0;Carlina acaulis subsp. caulescens (Lam.) Schübl. & G. Martens;-;Indigène;2;2010;2012;
220;1010560;96500.0;Carlina vulgaris L.;-;Indigène;1;2018;2018;
221;1010550;96600.0;Carlina vulgaris aggr.;-;Indigène;1;2018;2018;
222;1010580;96900.0;Carpinus betulus L.;Fréquent;Indigène;24;1953;2020;
223;1010610;97100.0;Carum carvi L.;Fréquent;Indigène;3;1982;2015;
224;1010640;97200.0;Castanea sativa Mill.;Littérature;Néophyte;2;1966;2020;
225;1010700;97500.0;Catapodium rigidum (L.) C. E. Hubb.;Herbier;Indigène;0;1966;1966;
226;1010750;97800.0;Celtis australis L.;-;Introduit;1;2020;2020;
227;1010790;98500.0;Centaurea cyanus L.;Littérature;Indigène;2;1966;2019;
228;1010820;98750.0;Centaurea jacea L.;Fréquent;Indigène;29;1953;2020;
229;1010830;98800.0;Centaurea jacea L. subsp. jacea;Fréquent;Indigène;14;1982;2018;
230;1010865;99030.0;Centaurea jacea aggr.;Fréquent;Indigène;31;1953;2020;
231;1010840;98900.0;Centaurea jacea subsp. angustifolia Gremli;Fréquent;Indigène;8;1953;2013;
232;1010890;99200.0;Centaurea montana L.;Fréquent;Indigène;3;1982;2015;
233;1010980;99995.0;Centaurea scabiosa L.;Fréquent;Indigène;14;1950;2020;
234;1010990;100000.0;Centaurea scabiosa L. subsp. scabiosa;Fréquent;Indigène;9;1950;2019;
235;1011140;101200.0;Centaurium erythraea Rafn;Rare;Indigène;13;1962;2018;
236;1011180;101600.0;Centranthus ruber (L.) DC.;-;Néophyte;6;2010;2020;
237;1011190;101800.0;Cephalanthera damasonium (Mill.) Druce;Fréquent;Indigène;41;1934;2020;
238;1011200;101900.0;Cephalanthera longifolia (L.) Fritsch;Fréquent;Indigène;15;1939;2020;
239;1011210;102000.0;Cephalanthera rubra (L.) Rich.;Fréquent;Indigène;6;1982;2020;
240;1011270;102595.0;Cerastium arvense L.;-;Indigène;1;2020;2020;
241;1011330;102950.0;Cerastium brachypetalum Pers.;Suppl. de 1994;Indigène;6;1994;2020;
242;1011340;103000.0;Cerastium brachypetalum Pers. subsp. brachypetalum;Suppl. de 1994;Indigène;5;1994;2020;
243;1011390;103595.0;Cerastium fontanum Baumg.;Fréquent;Indigène;14;1982;2018;
244;1011420;103800.0;Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet;Fréquent;Indigène;10;1982;2018;
245;1011430;103900.0;Cerastium glomeratum Thuill.;Suppl. de 1994;Indigène;9;1994;2019;
246;1011490;104750.0;Cerastium pumilum aggr.;Littérature;Indigène;0;1966;1966;
247;1011520;105200.0;Cerastium tomentosum L.;-;Néophyte;4;2007;2015;
248;1011580;105650.0;Cercis siliquastrum L.;-;Introduit;1;2019;2019;
249;1011640;106100.0;Chaenorrhinum minus (L.) Lange;Fréquent;Indigène;7;1982;2020;
250;1011670;106200.0;Chaerophyllum aureum L.;Fréquent;Indigène;5;1982;2015;
251;1011700;106705.0;Chaerophyllum hirsutum aggr.;Fréquent;Indigène;0;1982;1982;
252;1011720;107000.0;Chaerophyllum temulum L.;Littérature;Indigène;11;1934;2020;
253;1011730;107100.0;Chaerophyllum villarsii W. D. J. Koch;Fréquent;Indigène;0;1982;1982;
254;1011840;108200.0;Chelidonium majus L.;Fréquent;Indigène;22;1982;2021;
255;1011850;108300.0;Chenopodium album L.;Fréquent;Indigène;4;1982;2020;
256;1011845;108330.0;Chenopodium album aggr.;Littérature;Indigène;4;1966;2020;
257;1011880;108500.0;Chenopodium bonus-henricus L.;Fréquent;Indigène;2;1953;2019;
258;1011890;108600.0;Chenopodium botrys L.;Littérature;Néophyte;2;1938;1966;
259;1011920;109100.0;Chenopodium glaucum L.;Littérature;Indigène;0;1966;1966;
260;1011940;109300.0;Chenopodium hybridum L.;Suppl. de 1994;Indigène;2;1994;2013;
261;1011950;109400.0;Chenopodium murale L.;-;Indigène;1;1953;1953;
262;1011960;109500.0;Chenopodium opulifolium Schrad.;Littérature;Indigène;0;1966;1966;
263;1011970;109600.0;Chenopodium polyspermum L.;Fréquent;Indigène;5;1982;2018;
264;1012040;110100.0;Chenopodium vulvaria L.;-;Indigène;1;1944;1944;
265;1012160;112500.0;Chrysosplenium alternifolium L.;Rare;Indigène;2;1982;2020;
266;1012230;113200.0;Cichorium intybus L.;Fréquent;Indigène;7;1982;2018;
267;1012280;113500.0;Circaea lutetiana L.;Fréquent;Indigène;7;1982;2020;
268;1012290;113600.0;Circaea ×intermedia Ehrh.;Fréquent;Indigène;0;1982;1982;
269;1012300;113700.0;Cirsium acaule Scop.;Fréquent;Indigène;2;1982;2014;
270;1012310;113800.0;Cirsium arvense (L.) Scop.;Fréquent;Indigène;20;1982;2020;
271;1012330;114000.0;Cirsium eriophorum (L.) Scop.;Fréquent;Indigène;3;1982;2014;
272;1012340;114100.0;Cirsium eriophorum (L.) Scop. subsp. eriophorum;-;Indigène;2;2006;2014;
273;1012400;114800.0;Cirsium oleraceum (L.) Scop.;Fréquent;Indigène;3;1982;2017;
274;1012420;114900.0;Cirsium palustre (L.) Scop.;Fréquent;Indigène;3;1982;2020;
275;1012470;115500.0;Cirsium vulgare (Savi) Ten.;Fréquent;Indigène;15;1982;2020;
276;1012620;116400.0;Clematis vitalba L.;Fréquent;Indigène;19;1982;2020;
277;1012660;116600.0;Clinopodium vulgare L.;Fréquent;Indigène;26;1982;2020;
278;1012810;117700.0;Colchicum autumnale L.;Fréquent;Indigène;1;1982;2014;
279;1012970;118600.0;Consolida ajacis (L.) Schur;Littérature;Néophyte;1;1966;2019;
280;1013020;118800.0;Convallaria majalis L.;Fréquent;Indigène;12;1955;2020;
281;1013030;118900.0;Convolvulus arvensis L.;Fréquent;Indigène;9;1982;2020;
282;1013070;119300.0;Conyza canadensis (L.) Cronquist;Fréquent;Néophyte;1;1982;2009;
283;1013140;119600.0;Cornus mas L.;Rare;Indigène;8;1982;2020;
284;1013160;119700.0;Cornus sanguinea L.;Fréquent;Indigène;31;1982;2015;
285;1013180;120000.0;Coronilla coronata L.;Fréquent;Indigène;1;1982;2007;
286;1013210;120400.0;Coronilla vaginalis Lam.;Fréquent;Indigène;13;1953;2017;
287;1013230;120800.0;Coronopus squamatus (Forssk.) Asch.;Littérature;Indigène;0;1966;1966;
288;1013280;121100.0;Corydalis cava (L.) Schweigg. & Körte;Fréquent;Indigène;23;1982;2021;
289;1013300;121300.0;Corydalis lutea (L.) DC.;Suppl. de 1994;Néophyte;12;1994;2020;
290;1013320;121600.0;Corylus avellana L.;Fréquent;Indigène;24;1982;2020;
291;1013330;121610.0;Corylus colurna L.;-;Introduit;1;2020;2020;
292;1013410;121760.0;Cotoneaster dammeri C. K. Schneid.;-;Néophyte;2;2010;2012;
293;1013430;121770.0;Cotoneaster divaricatus Rehder & E. H. Wilson;-;Néophyte;3;2010;2014;
294;1013440;121780.0;Cotoneaster horizontalis Decne.;-;Néophyte;10;2004;2017;
295;1013450;121800.0;Cotoneaster integerrimus Medik.;Fréquent;Indigène;8;1953;2012;
296;1013490;121950.0;Cotoneaster salicifolius Franch.;-;Néophyte;4;2010;2012;
297;1013510;122000.0;Cotoneaster tomentosus Lindl.;Fréquent;Indigène;10;1908;2014;
298;1013560;122200.0;Crataegus laevigata (Poir.) DC.;Fréquent;Indigène;18;1955;2020;
299;1013570;122300.0;Crataegus lindmanii Hrabětová;-;Indigène;1;2013;2013;
300;1013590;122400.0;Crataegus monogyna Jacq.;-;Indigène;2;2013;2013;
301;1013580;122500.0;Crataegus monogyna aggr.;Fréquent;Indigène;23;1955;2015;
302;1013640;123100.0;Crepis biennis L.;Fréquent;Indigène;14;1982;2015;
303;1013660;123400.0;Crepis capillaris Wallr.;Fréquent;Indigène;5;1982;2015;
304;1013680;123600.0;Crepis foetida L.;Littérature;Indigène;4;1902;1966;
305;1013750;124200.0;Crepis nicaeensis Pers.;Littérature;Néophyte;0;1966;1966;
306;1013850;125550.0;Crepis vesicaria L.;-;Néophyte;2;2010;2015;
307;1013970;126300.0;Cruciata laevipes Opiz;Fréquent;Indigène;3;1982;2019;
308;1014200;128400.0;Cyclamen purpurascens Mill.;Littérature;Indigène;5;1951;2020;
