;taxon_id;isfs;species;code_ws;status;num_obs;years_min;years_max;douteuse
309;1014220;128600.0;Cymbalaria muralis G. Gaertn. & al.;Fréquent;Indigène;12;1982;2020;
310;1014270;129000.0;Cynodon dactylon (L.) Pers.;-;Indigène;2;2005;2017;
311;1014310;129300.0;Cynoglossum officinale L.;Littérature;Indigène;1;1966;2008;
312;1014320;129400.0;Cynosurus cristatus L.;Fréquent;Indigène;6;1982;2014;
313;1014330;129500.0;Cynosurus echinatus L.;Littérature;Indigène;2;1938;1966;
314;1014460;130400.0;Cypripedium calceolus L.;-;Indigène;1;1949;1949;
315;1014520;130700.0;Cystopteris fragilis (L.) Bernh.;Fréquent;Indigène;6;1934;2017;
316;1014515;130750.0;Cystopteris fragilis aggr.;Fréquent;Indigène;7;1934;2019;
317;1014610;131800.0;Dactylis glomerata L.;Fréquent;Indigène;37;1955;2020;
318;1014760;132600.0;Dactylorhiza maculata (L.) Soó;Fréquent;Indigène;11;1968;2020;
319;1014775;132630.0;Dactylorhiza maculata subsp. fuchsii (Druce) Hyl.;-;Indigène;9;2007;2020;
320;1014860;133100.0;Danthonia decumbens (L.) DC.;Fréquent;Indigène;2;1982;2014;
321;1014870;133300.0;Daphne alpina L.;-;Indigène;10;2008;2012;
322;1014880;133400.0;Daphne cneorum L.;Littérature;Indigène;0;1966;1966;
323;1014890;133500.0;Daphne laureola L.;Rare;Indigène;2;1982;2012;
324;1014900;133600.0;Daphne mezereum L.;Fréquent;Indigène;1;1982;2017;
325;1014940;133800.0;Datura stramonium L.;Rare;Néophyte;5;1982;2020;
326;1014950;133900.0;Daucus carota L.;Fréquent;Indigène;37;1982;2020;
327;1015040;134800.0;Deschampsia cespitosa (L.) P. Beauv.;Fréquent;Indigène;4;1982;2017;
328;1015070;135200.0;Descurainia sophia (L.) Prantl;Littérature;Indigène;1;1941;1966;
329;1015100;135300.0;Dianthus armeria L.;Rare;Indigène;2;1982;2020;
330;1015120;135500.0;Dianthus carthusianorum L.;-;Indigène;11;2010;2020;
331;1015130;135600.0;Dianthus carthusianorum L. subsp. carthusianorum;-;Indigène;8;2010;2019;
332;1015210;136100.0;Dianthus gratianopolitanus Vill.;-;Indigène;25;2006;2018;
333;1015310;136900.0;Dianthus sylvestris Wulfen;Fréquent;Indigène;23;1902;2018;
334;1015315;136920.0;Dianthus sylvestris Wulfen subsp. sylvestris;-;Indigène;1;2018;2018;
335;1015340;137100.0;Digitalis grandiflora Mill.;Rare;Indigène;0;1982;1982;
336;1015360;137300.0;Digitalis lutea L.;Fréquent;Indigène;12;1982;2020;
337;1015377;137500.0;Digitaria ischaemum aggr.;Fréquent;Néophyte;1;1982;2015;
338;1015385;137600.0;Digitaria sanguinalis aggr.;Fréquent;Néophyte;2;1982;2010;
339;1015480;138800.0;Diplotaxis erucoides (L.) DC.;-;Néophyte;1;2009;2009;
340;1015490;138900.0;Diplotaxis muralis (L.) DC.;Rare;Néophyte;1;1930;1982;
341;1015500;139000.0;Diplotaxis tenuifolia (L.) DC.;-;Néophyte;6;2005;2019;
342;1015520;139200.0;Dipsacus fullonum L.;Fréquent;Indigène;4;1982;2020;
343;1015540;139400.0;Dipsacus pilosus L.;Rare;Indigène;9;1982;2017;
344;1015610;140100.0;Doronicum pardalianches L.;-;Indigène;1;1969;1969;
345;1015670;140500.0;Draba aizoides L.;Fréquent;Indigène;11;1982;2015;
346;1015730;141200.0;Draba muralis L.;-;Indigène;1;2020;2020;
347;1015950;143500.0;Dryopteris filix-mas (L.) Schott;Fréquent;Indigène;5;1982;2018;
348;1016030;144100.0;Echinochloa crus-galli (L.) P. Beauv.;Fréquent;Indigène;7;1982;2018;
349;1016055;144220.0;Echinops bannaticus Schrad.;-;Néophyte;2;2007;2007;
350;1016120;144500.0;Echium vulgare L.;Fréquent;Indigène;25;1903;2018;
351;1016260;145400.0;Eleocharis mamillata H. Lindb.;-;Indigène;1;1938;1938;
352;1016310;145705.0;Eleocharis palustris aggr.;-;Indigène;1;1938;1938;
353;1016360;146200.0;Elodea canadensis Michx.;Littérature;Néophyte;1;1966;2003;
354;1016380;146400.0;Elodea nuttallii (Planch.) H. St. John;-;Néophyte;1;2006;2006;
355;1016400;146460.0;Elymus caninus (L.) L.;Fréquent;Indigène;3;1952;2015;
356;1016450;146560.0;Elymus repens (L.) Gould;Fréquent;Indigène;9;1982;2018;
357;1016570;148000.0;Epilobium dodonaei Vill.;Fréquent;Indigène;12;1953;2020;
358;1016600;148300.0;Epilobium hirsutum L.;Fréquent;Indigène;8;1982;2017;
359;1016620;148600.0;Epilobium montanum L.;Fréquent;Indigène;5;1982;2013;
360;1016660;149000.0;Epilobium parviflorum Schreb.;Fréquent;Indigène;5;1982;2013;
361;1016670;149100.0;Epilobium roseum Schreb.;Fréquent;Indigène;1;1982;2008;
362;1016720;149450.0;Epimedium pinnatum Fisch.;-;Introduit;1;2020;2020;
363;1016740;149600.0;Epipactis atrorubens Besser;Fréquent;Indigène;4;1968;2020;
364;1016770;149660.0;Epipactis helleborine (L.) Crantz;-;Indigène;6;1997;2020;
365;1016780;149800.0;Epipactis helleborine aggr.;Fréquent;Indigène;38;1982;2020;
366;1016800;150000.0;Epipactis leptochila (Godfery) Godfery;-;Indigène;19;1993;2020;
367;1016807;;Epipactis leptochila var. neglecta (Kümpel) Gévaudan;-;Indigène;11;2019;2020;
368;1016810;150100.0;Epipactis microphylla (Ehrh.) Sw.;Fréquent;Indigène;7;1969;2020;
369;1016830;150150.0;Epipactis muelleri Godfery;-;Indigène;2;1997;2020;
370;1016840;150300.0;Epipactis palustris (L.) Crantz;Littérature;Indigène;1;1900;1966;
371;1016870;150400.0;Epipactis purpurata Sm.;Fréquent;Indigène;34;1950;2020;
372;1016920;150600.0;Equisetum arvense L.;Fréquent;Indigène;10;1982;2020;
373;1016940;150800.0;Equisetum hyemale L.;Fréquent;Indigène;2;1982;2017;
374;1016950;151100.0;Equisetum palustre L.;Fréquent;Indigène;3;1982;2013;
375;1016990;151500.0;Equisetum telmateia Ehrh.;Fréquent;Indigène;2;1982;2017;
376;1017270;152000.0;Eragrostis minor Host;Fréquent;Indigène;8;1982;2019;
377;1017320;152100.0;Eragrostis pilosa (L.) P. Beauv.;-;Indigène;9;1939;2012;
378;1017380;152200.0;Eranthis hyemalis (L.) Salisb.;Suppl. de 1994;Indigène;1;1994;2021;
379;1017440;153300.0;Erigeron acris L.;Fréquent;Indigène;10;1909;2020;
380;1017510;153800.0;Erigeron annuus (L.) Desf.;Fréquent;Néophyte;70;1982;2020;
381;1017520;153900.0;Erigeron annuus (L.) Desf. subsp. annuus;-;Néophyte;14;2006;2020;
382;1017530;153950.0;Erigeron annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz;-;Néophyte;2;2007;2008;
383;1017580;154600.0;Erigeron karvinskianus DC.;-;Néophyte;1;2017;2017;
384;1017710;156000.0;Erodium cicutarium (L.) L'Hér.;Suppl. de 1994;Indigène;12;1994;2021;
385;1017790;156590.0;Erophila verna (L.) DC.;-;Indigène;4;2012;2020;
386;1017800;156700.0;Erophila verna aggr.;Fréquent;Indigène;17;1982;2020;
387;1017810;156800.0;Eruca sativa Mill.;Littérature;Indigène;0;1966;1966;
388;1017890;157400.0;Erysimum cheiranthoides L.;Rare;Indigène;1;1982;2018;
389;1018060;159000.0;Euonymus europaeus L.;Fréquent;Indigène;17;1982;2020;
390;1018110;159300.0;Eupatorium cannabinum L.;Fréquent;Indigène;20;1982;2020;
391;1018120;159400.0;Euphorbia amygdaloides L.;Fréquent;Indigène;18;1982;2021;
392;1018170;159800.0;Euphorbia cyparissias L.;Fréquent;Indigène;48;1982;2021;
393;1018190;159900.0;Euphorbia dulcis L.;Fréquent;Indigène;19;1982;2021;
394;1018220;160000.0;Euphorbia exigua L.;Fréquent;Indigène;2;1982;2020;
395;1018260;160200.0;Euphorbia helioscopia L.;Fréquent;Indigène;11;1982;2020;
396;1018270;160300.0;Euphorbia humifusa Willd.;-;Néophyte;2;2015;2015;
397;1018280;160400.0;Euphorbia lathyris L.;-;Néophyte;2;2007;2010;
398;1018300;160600.0;Euphorbia maculata L.;Suppl. de 1994;Néophyte;2;1994;2017;
399;1018295;160610.0;Euphorbia maculata aggr.;Suppl. de 1994;Néophyte;6;1994;2017;
400;1018330;160700.0;Euphorbia nutans Lag.;Littérature;Néophyte;3;1939;2017;
401;1018350;160900.0;Euphorbia peplus L.;Fréquent;Indigène;5;1982;2020;
402;1018370;161100.0;Euphorbia prostrata Aiton;-;Néophyte;2;2017;2017;
403;1018480;161600.0;Euphorbia stricta L.;Fréquent;Indigène;3;1982;2013;
404;1018500;161800.0;Euphorbia verrucosa L.;Fréquent;Indigène;1;1982;2005;
405;1018700;163450.0;Euphrasia rostkoviana Hayne;Littérature;Indigène;0;1966;1966;
406;1018685;163850.0;Euphrasia rostkoviana aggr.;Littérature;Indigène;0;1966;1966;
407;1018730;163800.0;Euphrasia rostkoviana subsp. montana (Jord.) Wettst.;Littérature;Indigène;0;1966;1966;
408;1018740;163900.0;Euphrasia salisburgensis Hoppe;Fréquent;Indigène;1;1982;2008;
409;1018840;165000.0;Fagus sylvatica L.;Fréquent;Indigène;25;1953;2020;
410;1018850;165100.0;Falcaria vulgaris Bernh.;Littérature;Indigène;1;1853;1966;
411;1018870;165200.0;Fallopia convolvulus (L.) Á. Löve;Fréquent;Indigène;5;1982;2019;
412;1018880;165300.0;Fallopia dumetorum (L.) Holub;Rare;Indigène;4;1908;2007;
413;1019000;165800.0;Festuca altissima All.;Fréquent;Indigène;1;1982;2011;
414;1019010;165900.0;Festuca amethystina L.;Rare;Indigène;1;1982;2011;
415;1019020;166100.0;Festuca arundinacea Schreb.;Fréquent;Indigène;2;1982;2010;
416;1019130;167400.0;Festuca gigantea (L.) Vill.;Fréquent;Indigène;3;1982;2013;
417;1019220;167900.0;Festuca heterophylla Lam.;Fréquent;Indigène;5;1955;2013;
418;1019330;168500.0;Festuca ovina L.;-;Indigène;3;2012;2013;
419;1019310;168590.0;Festuca ovina aggr.;Fréquent;Indigène;12;1982;2019;
420;1019340;168800.0;Festuca pallens Host;Fréquent;Indigène;0;1982;1982;
421;1019380;169100.0;Festuca pratensis Huds.;Fréquent;Indigène;10;1982;2013;
422;1019390;169200.0;Festuca pratensis Huds. subsp. pratensis;-;Indigène;2;2013;2013;
423;1019480;170100.0;Festuca rubra L.;-;Indigène;2;2013;2013;
424;1019470;170200.0;Festuca rubra aggr.;Fréquent;Indigène;15;1982;2015;
425;1019770;173100.0;Filipendula ulmaria (L.) Maxim.;Fréquent;Indigène;5;1982;2020;
426;1019880;173450.0;Forsythia ×intermedia Zabel;-;Néophyte;2;2010;2012;
427;1019910;173700.0;Fragaria moschata Duchesne;Herbier;Indigène;1;1953;1966;
428;1019920;173800.0;Fragaria vesca L.;Fréquent;Indigène;30;1955;2020;
429;1019930;173900.0;Fragaria viridis Duchesne;Littérature;Indigène;10;1909;2013;
430;1019950;174000.0;Frangula alnus Mill.;Fréquent;Indigène;4;1982;2020;
431;1019970;174200.0;Fraxinus excelsior L.;Fréquent;Indigène;38;1982;2020;
432;1019980;174300.0;Fraxinus ornus L.;-;Introduit;1;2018;2018;
433;1020050;174700.0;Fumana procumbens (Dunal) Gren. & Godr.;-;Indigène;2;1953;2008;
434;1020100;174900.0;Fumaria officinalis L.;Fréquent;Indigène;9;1982;2021;
435;1020110;175000.0;Fumaria officinalis L. subsp. officinalis;-;Indigène;3;2012;2018;
436;1020240;176200.0;Galanthus nivalis L.;Rare;Indigène;6;1982;2021;
437;1020290;176400.0;Galeopsis angustifolia Hoffm.;Fréquent;Indigène;12;1982;2019;
438;1020350;177100.0;Galeopsis tetrahit L.;Fréquent;Indigène;14;1982;2020;
439;1020370;177300.0;Galinsoga parviflora Cav.;Littérature;Néophyte;0;1966;1966;
440;1020360;177350.0;Galinsoga quadriradiata Ruiz & Pav.;Fréquent;Néophyte;5;1952;2020;
441;1020380;177400.0;Galium album Mill.;-;Indigène;37;1955;2020;
442;1020390;177500.0;Galium anisophyllon Vill.;Rare;Indigène;5;1982;2012;
443;1020400;177600.0;Galium aparine L.;Fréquent;Indigène;17;1982;2021;
444;1020440;178000.0;Galium boreale L.;Fréquent;Indigène;1;1982;2011;
445;1020510;179000.0;Galium mollugo aggr.;Fréquent;Indigène;43;1955;2020;
446;1020560;179300.0;Galium odoratum (L.) Scop.;Fréquent;Indigène;14;1982;2020;
447;1020600;179700.0;Galium pumilum Murray;Fréquent;Indigène;6;1895;2014;
448;1020595;179650.0;Galium pumilum aggr.;Rare;Indigène;13;1895;2014;
449;1020620;179900.0;Galium rotundifolium L.;Fréquent;Indigène;1;1982;2011;
450;1020660;180300.0;Galium spurium L.;-;Indigène;1;2014;2014;
451;1020670;180400.0;Galium sylvaticum L.;Fréquent;Indigène;2;1939;2015;
452;1020690;180500.0;Galium tricornutum Dandy;Littérature;Indigène;1;1939;1966;
453;1020730;180900.0;Galium verum L.;Fréquent;Indigène;25;1982;2019;
454;1020740;181000.0;Galium verum L. subsp. verum;-;Indigène;16;2007;2019;
455;1020860;181900.0;Genista sagittalis L.;Fréquent;Indigène;24;1955;2020;
456;1020880;182100.0;Genista tinctoria L.;-;Indigène;1;2014;2014;
457;1021000;183100.0;Gentiana campestris L.;Fréquent;Indigène;4;1902;1982;
458;1021030;183400.0;Gentiana ciliata L.;Fréquent;Indigène;4;1982;2013;
459;1021310;187100.0;Geranium columbinum L.;Fréquent;Indigène;15;1982;2020;
460;1021320;187200.0;Geranium dissectum L.;Fréquent;Indigène;3;1982;2019;
461;1021370;187700.0;Geranium molle L.;Fréquent;Indigène;2;1982;2010;
462;1021440;188500.0;Geranium pusillum L.;Fréquent;Indigène;4;1959;2015;
463;1021450;188600.0;Geranium pyrenaicum Burm. f.;Fréquent;Indigène;19;1971;2020;
464;1021470;188795.0;Geranium robertianum L.;Fréquent;Indigène;32;1982;2021;
465;1021480;188800.0;Geranium robertianum L. subsp. robertianum;Fréquent;Indigène;19;1982;2020;
466;1021490;188900.0;Geranium robertianum subsp. purpureum (Vill.) Nyman;Suppl. de 1994;Indigène;1;1994;2007;
467;1021500;189000.0;Geranium rotundifolium L.;Fréquent;Indigène;14;1982;2017;
468;1021510;189100.0;Geranium sanguineum L.;Fréquent;Indigène;20;1909;2020;
469;1021570;189600.0;Geum rivale L.;Fréquent;Indigène;2;1982;2020;
470;1021580;189700.0;Geum urbanum L.;Fréquent;Indigène;18;1982;2020;
471;1021690;190500.0;Glechoma hederacea L.;Fréquent;Indigène;38;1982;2021;
472;1021700;190600.0;Glechoma hederacea L. subsp. hederacea;-;Indigène;19;2006;2018;
473;1021730;190900.0;Globularia bisnagarica L.;Fréquent;Indigène;34;1969;2021;
474;1021740;191000.0;Globularia cordifolia L.;Fréquent;Indigène;21;1953;2017;
475;1021765;191550.0;Glyceria fluitans aggr.;Fréquent;Indigène;1;1982;1998;
476;1021780;191600.0;Glyceria maxima (Hartm.) Holmb.;-;Indigène;2;1768;1855;
477;1021790;191700.0;Glyceria notata Chevall.;Fréquent;Indigène;1;1982;1998;
478;1021900;192800.0;Goodyera repens (L.) R. Br.;Littérature;Indigène;1;1966;1993;
479;1021920;193000.0;Gratiola officinalis L.;Littérature;Indigène;1;1855;1966;
480;1021940;193150.0;Guizotia abyssinica (L. f.) Cass.;-;Néophyte;1;1913;1913;
481;1021950;193200.0;Gymnadenia conopsea (L.) R. Br.;Fréquent;Indigène;4;1968;2017;
482;1021990;193500.0;Gymnocarpium robertianum (Hoffm.) Newman;Fréquent;Indigène;1;1982;2012;
483;1022100;194000.0;Hedera helix L.;Fréquent;Indigène;33;1955;2020;
484;1022180;194895.0;Helianthemum nummularium (L.) Mill.;Littérature;Indigène;32;1966;2020;
485;1022190;194900.0;Helianthemum nummularium (L.) Mill. subsp. nummularium;Littérature;Indigène;8;1966;2013;
486;1022210;195100.0;Helianthemum nummularium subsp. grandiflorum (Scop.) Schinz & Thell.;Littérature;Indigène;0;1966;1966;
487;1022220;195200.0;Helianthemum nummularium subsp. obscurum (Čelak.) Holub;Fréquent;Indigène;6;1982;2019;
488;1022260;195700.0;Helianthus annuus L.;-;Subspontané;1;2007;2007;
489;1022300;196050.0;Helianthus pauciflorus Nutt.;-;Néophyte;1;1914;1914;
490;1022305;196100.0;Helianthus tuberosus aggr.;-;Néophyte;1;1914;1914;
491;1022380;196690.0;Helictotrichon pratense (L.) Besser;-;Indigène;1;2014;2014;
492;1022379;196700.0;Helictotrichon pratense aggr.;-;Indigène;5;1903;2014;
493;1022390;196800.0;Helictotrichon pubescens (Huds.) Pilg.;Fréquent;Indigène;6;1982;2014;
494;1022480;197300.0;Helleborus foetidus L.;Fréquent;Indigène;37;1955;2021;
495;1022560;197900.0;Hepatica nobilis Schreb.;Rare;Indigène;46;1955;2021;
496;1022580;198300.0;Heracleum mantegazzianum Sommier & Levier;-;Néophyte;13;2002;2020;
497;1022590;198595.0;Heracleum sphondylium L.;Fréquent;Indigène;19;1982;2020;
498;1022600;198600.0;Heracleum sphondylium L. subsp. sphondylium;Fréquent;Indigène;13;1982;2020;
499;1022610;198700.0;Heracleum sphondylium subsp. alpinum (L.) Bonnier & Layens;Fréquent;Indigène;6;1982;2017;
500;1022670;199300.0;Herniaria glabra L.;-;Indigène;3;2017;2020;
501;1022700;199600.0;Hesperis matronalis L.;Rare;Néophyte;2;1982;2020;
502;1022800;200000.0;Hieracium amplexicaule L.;Fréquent;Indigène;7;1982;2015;
503;1022820;200200.0;Hieracium aurantiacum L.;-;Indigène;2;2015;2017;
504;1023000;201800.0;Hieracium humile Jacq.;Fréquent;Indigène;9;1982;2015;
505;1023040;202100.0;Hieracium lactucella Wallr.;Rare;Indigène;2;1982;2015;
506;1023110;202700.0;Hieracium murorum aggr.;Fréquent;Indigène;18;1955;2020;
507;1023200;203400.0;Hieracium pilosella L.;Fréquent;Indigène;18;1982;2020;
508;1023210;203500.0;Hieracium piloselloides Vill.;Fréquent;Indigène;1;1982;2004;
509;1023320;204400.0;Hieracium sabaudum aggr.;Fréquent;Indigène;2;1982;2012;
510;1023460;205600.0;Hieracium umbellatum aggr.;Littérature;Indigène;7;1910;2013;
511;1023560;206200.0;Himantoglossum hircinum (L.) Spreng.;Fréquent;Indigène;176;1824;2021;
512;1023580;206300.0;Hippocrepis comosa L.;Fréquent;Indigène;24;1982;2020;
513;1023590;206400.0;Hippocrepis emerus (L.) Lassen;Fréquent;Indigène;20;1982;2021;
514;1023600;206500.0;Hippophaë rhamnoides L.;-;Indigène;9;2010;2019;
515;1023610;206600.0;Hippuris vulgaris L.;Rare;Indigène;2;1982;2017;
516;1023630;206800.0;Holcus lanatus L.;Fréquent;Indigène;9;1982;2020;
517;1023640;206900.0;Holcus mollis L.;Littérature;Indigène;2;1966;2012;
518;1023690;207400.0;Hordelymus europaeus (L.) Harz;Fréquent;Indigène;2;1982;2020;
519;1023720;207795.0;Hordeum murinum L.;Rare;Indigène;6;1982;2015;
520;1023730;207800.0;Hordeum murinum L. subsp. murinum;Rare;Indigène;2;1982;2015;
521;1023770;208195.0;Hordeum vulgare L.;Fréquent;Indigène;1;1982;2007;
522;1023780;208200.0;Hordeum vulgare L. subsp. vulgare;-;Néophyte;1;2007;2007;
523;1023760;208205.0;Hordeum vulgare aggr.;Fréquent;Indigène;1;1982;2007;
524;1023810;208500.0;Hornungia petraea (L.) Rchb.;Fréquent;Indigène;15;1897;2014;
525;1023830;208600.0;Hottonia palustris L.;-;Indigène;9;1768;2017;
526;1023850;208800.0;Humulus lupulus L.;Fréquent;Indigène;6;1982;2020;
527;1023930;209300.0;Hydrocharis morsus-ranae L.;-;Indigène;7;1900;2017;
528;1024000;210000.0;Hypericum calycinum L.;-;Néophyte;2;2015;2020;
529;1024040;210500.0;Hypericum hirsutum L.;Fréquent;Indigène;5;1982;2017;
530;1024060;210695.0;Hypericum maculatum Crantz;Fréquent;Indigène;3;1982;2019;
531;1024070;210700.0;Hypericum maculatum Crantz subsp. maculatum;Fréquent;Indigène;1;1982;2019;
532;1024080;210800.0;Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek;Fréquent;Indigène;0;1982;1982;
533;1024100;210900.0;Hypericum montanum L.;Fréquent;Indigène;11;1982;2020;
534;1024130;211050.0;Hypericum perforatum L.;Fréquent;Indigène;33;1982;2020;
535;1024140;211100.0;Hypericum perforatum L. subsp. perforatum;Fréquent;Indigène;27;1982;2019;
536;1024160;211300.0;Hypericum pulchrum L.;-;Indigène;1;1943;1943;
537;1024190;211700.0;Hypericum ×desetangsii Lamotte;Fréquent;Indigène;0;1982;1982;
538;1024230;212100.0;Hypochaeris radicata L.;Fréquent;Indigène;15;1982;2020;
539;1024310;212500.0;Iberis amara L.;Herbier;Indigène;2;1966;2020;
540;1024370;213300.0;Ilex aquifolium L.;Fréquent;Indigène;7;1982;2020;
541;1024410;213600.0;Impatiens glandulifera Royle;Littérature;Néophyte;6;1966;2017;
542;1024420;213700.0;Impatiens noli-tangere L.;Fréquent;Indigène;3;1893;2007;
543;1024430;213800.0;Impatiens parviflora DC.;Fréquent;Néophyte;12;1953;2020;
544;1024470;214100.0;Inula conyzae (Griess.) Meikle;Fréquent;Indigène;15;1982;2020;
545;1024650;215500.0;Iris pseudacorus L.;Fréquent;Indigène;4;1982;2020;
546;1024670;215600.0;Iris sibirica L.;Herbier;Indigène;1;1966;2010;
547;1024700;215905.0;Iris ×germanica L.;Littérature;Indigène;1;1953;1966;
548;1024730;216200.0;Isatis tinctoria L.;Littérature;Indigène;1;1952;1966;
549;1024770;216300.0;Isolepis setacea (L.) R. Br.;Herbier;Indigène;0;1966;1966;
550;1024830;217200.0;Jasminum nudiflorum Lindl.;-;Introduit;1;2020;2020;
551;1024880;217500.0;Juglans regia L.;Fréquent;Indigène;17;1982;2020;
552;1024930;218100.0;Juncus articulatus L.;Fréquent;Indigène;2;1982;2010;
553;1024925;218150.0;Juncus articulatus aggr.;Fréquent;Indigène;2;1982;2010;
554;1024990;218700.0;Juncus conglomeratus L.;Fréquent;Indigène;0;1982;1982;
555;1025000;218800.0;Juncus effusus L.;Fréquent;Indigène;4;1982;2013;
556;1025030;219100.0;Juncus inflexus L.;Fréquent;Indigène;3;1982;2013;
557;1025090;219800.0;Juncus subnodulosus Schrank;Rare;Indigène;1;1982;2010;
558;1025110;220000.0;Juncus tenuis Willd.;Littérature;Néophyte;1;1966;2017;
559;1025140;220395.0;Juniperus communis L.;Fréquent;Indigène;7;1982;2013;
560;1025150;220400.0;Juniperus communis L. subsp. communis;Fréquent;Indigène;7;1982;2013;
561;1025190;221000.0;Kernera saxatilis (L.) Sweet;Fréquent;Indigène;5;1982;2013;
562;1025230;221400.0;Knautia arvensis (L.) Coult.;Fréquent;Indigène;28;1982;2020;
563;1025240;221450.0;Knautia dipsacifolia Kreutzer;Fréquent;Indigène;3;1982;2011;
564;1025250;221500.0;Knautia dipsacifolia Kreutzer subsp. dipsacifolia;Fréquent;Indigène;3;1982;2011;
565;1025470;223700.0;Koeleria macrantha (Ledeb.) Schult.;Littérature;Indigène;0;1966;1966;
566;1025480;223900.0;Koeleria pyramidata (Lam.) P. Beauv.;Fréquent;Indigène;2;1982;2014;
567;1025490;223905.0;Koeleria pyramidata aggr.;Littérature;Indigène;3;1966;2014;
568;1025520;224150.0;Koelreuteria paniculata Laxm.;-;Néophyte;1;2020;2020;
569;1025540;224300.0;Laburnum anagyroides Medik.;Littérature;Néophyte;6;1939;2020;
570;1025550;224400.0;Lactuca perennis L.;Fréquent;Indigène;26;1953;2020;
571;1025580;224700.0;Lactuca serriola L.;Fréquent;Indigène;14;1982;2018;
572;1025660;225600.0;Lamium amplexicaule L.;Suppl. de 1994;Indigène;5;1994;2021;
573;1025670;225750.0;Lamium galeobdolon (L.) L.;Fréquent;Indigène;14;1982;2021;
574;1025710;226000.0;Lamium galeobdolon subsp. montanum (Pers.) Hayek;Fréquent;Indigène;5;1982;2020;
575;1025720;226100.0;Lamium hybridum Vill.;Littérature;Indigène;1;1966;2015;
576;1025730;226200.0;Lamium maculatum (L.) L.;Fréquent;Indigène;15;1982;2021;
577;1025750;226500.0;Lamium purpureum L.;Fréquent;Indigène;19;1982;2021;
578;1025770;226800.0;Lappula squarrosa (Retz.) Dumort.;Littérature;Indigène;1;1939;1966;
579;1025780;226900.0;Lapsana communis L.;Fréquent;Indigène;22;1982;2018;
580;1025790;227000.0;Lapsana communis L. subsp. communis;-;Indigène;12;2006;2013;
581;1025810;227200.0;Larix decidua Mill.;Rare;Néophyte;4;1982;2020;
582;1025860;227700.0;Laserpitium latifolium L.;Fréquent;Indigène;7;1982;2013;
583;1025970;229300.0;Lathyrus heterophyllus L.;Littérature;Indigène;2;1916;1966;
584;1025990;229600.0;Lathyrus latifolius L.;Fréquent;Néophyte;5;1953;2020;
585;1026010;230000.0;Lathyrus niger (L.) Bernh.;Fréquent;Indigène;4;1892;2008;
586;1026050;230400.0;Lathyrus pratensis L.;Fréquent;Indigène;18;1982;2019;
587;1026090;230800.0;Lathyrus sylvestris L.;Fréquent;Indigène;1;1982;2007;
588;1026120;231195.0;Lathyrus vernus (L.) Bernh.;Fréquent;Indigène;17;1982;2021;
589;1026130;231200.0;Lathyrus vernus (L.) Bernh. subsp. vernus;Fréquent;Indigène;11;1982;2020;
590;1026240;232300.0;Lemna minor L.;Suppl. de 1994;Indigène;4;1994;2015;
591;1026235;232350.0;Lemna minor aggr.;Suppl. de 1994;Indigène;4;1994;2015;
592;1026260;232500.0;Lemna trisulca L.;-;Indigène;5;1998;2014;
593;1026290;232700.0;Leontodon autumnalis L.;Fréquent;Indigène;4;1982;2015;
594;1026330;233000.0;Leontodon hispidus L.;Fréquent;Indigène;10;1982;2014;
595;1026340;233100.0;Leontodon hispidus L. subsp. hispidus;-;Indigène;6;2006;2013;
596;1026360;233400.0;Leontodon hispidus subsp. hyoseroides (Rchb.) Murr;-;Indigène;2;2010;2012;
597;1026500;234900.0;Lepidium campestre (L.) R. Br.;-;Indigène;2;2014;2014;
598;1026510;235000.0;Lepidium densiflorum Schrad.;Littérature;Néophyte;1;1966;2019;
599;1026505;235050.0;Lepidium densiflorum aggr.;Littérature;Néophyte;2;1966;2019;
600;1026550;235500.0;Lepidium perfoliatum L.;Littérature;Néophyte;1;1941;1966;
601;1026580;235800.0;Lepidium virginicum L.;Fréquent;Néophyte;5;1982;2020;
602;1026650;236200.0;Leucanthemum adustum (W. D. J. Koch) Gremli;Fréquent;Indigène;4;1982;2014;
603;1026730;236800.0;Leucanthemum vulgare Lam.;Fréquent;Indigène;11;1982;2020;
604;1026710;236905.0;Leucanthemum vulgare aggr.;Fréquent;Indigène;29;1982;2020;
605;1026760;237100.0;Leucojum vernum L.;Littérature;Indigène;1;1966;2010;
606;1026850;238100.0;Ligustrum vulgare L.;Fréquent;Indigène;32;1955;2020;
607;1026890;238500.0;Lilium martagon L.;Fréquent;Indigène;6;1982;2019;
608;1026900;238600.0;Limodorum abortivum (L.) Sw.;Rare;Indigène;3;1948;1982;
609;1026970;239500.0;Linaria genistifolia (L.) Mill.;-;Néophyte;3;2019;2020;
610;1026990;239560.0;Linaria genistifolia subsp. dalmatica (L.) Maire & Petitm.;-;Néophyte;2;2019;2020;
611;1027010;239750.0;Linaria purpurea (L.) Mill.;-;Néophyte;2;2019;2019;
612;1027020;239800.0;Linaria repens (L.) Mill.;Littérature;Indigène;1;1966;2015;
613;1027060;240300.0;Linaria vulgaris Mill.;Fréquent;Indigène;9;1982;2020;
614;1027130;241100.0;Linum catharticum L.;Fréquent;Indigène;7;1982;2018;
615;1027150;241500.0;Linum tenuifolium L.;Littérature;Indigène;11;1909;2013;
