lon,lat,place,waterbody,id,name,ws,fh
7.261873500000000,47.143788299999997,swatch-1,suze,3,biel,151,
7.820558800000001,46.674982600000000,weissenau,thunersee,7,interlaken,573,
7.265898000000000,47.144603400000001,chemin-de-la-course,suze,2,biel,151,
7.266904900000000,47.146285399999996,bluets-1,suze,2,biel,151,
7.269151000000000,47.146782899999998,truite-1,suze,2,biel,151,
7.269311300000000,47.146901899999996,truite-2,suze,2,biel,151,
7.268999500000000,47.146453899999997,truite-3,suze,2,biel,151,
7.268751299999999,47.146313399999997,truite-4,suze,2,biel,151,
7.267939200000002,47.145999500000002,truite-5,suze,2,biel,151,
7.259862800000000,47.142396500000004,rue-de-leau-1,suze,3,biel,151,
7.259480900000002,47.142366100000004,rue-de-leau-2,suze,3,biel,151,
7.259220699999998,47.142380700000004,rue-de-leau-3,suze,3,biel,151,
7.258799600000000,47.142355100000003,rue-de-leau-4,suze,3,biel,151,
7.257984299999999,47.142232899999996,rue-de-leau-5,suze,3,biel,151,
7.257158099999999,47.141955700000004,strom,suze,3,biel,151,
7.261268600000000,47.143315600000001,energie-2,suze,3,biel,151,
7.256676100000000,47.141660999999999,dam,suze,3,biel,151,
7.252815900000000,47.137458899999999,salome-2,suze,3,biel,151,
7.252640299999999,47.134387200000006,chemin-des-voies,suze,3,biel,151,
7.253178800000000,47.169282399999993,frinvillier-ramp,suze f,4,biel,151,
7.312709700000001,47.166537200000000,pieterlen-stockweg,leugene,5,grenchen,154,
7.249775400000000,47.131623700000013,rue-alfred-aebi,suze,3,biel,151,
7.250483500000001,47.132791499999996,rue-centrale,suze,3,biel,151,
7.161442999999998,47.366163700000001,saint-ursanne-falls,doubs,9,region six,0,
7.794934599999999,46.684191600000013,sundgraben-beach,thunersee,7,interlaken,573,
7.263152900000001,47.143746800000002,gottstatt-2,suze,3,biel,151,
7.262560799999997,47.143707599999999,gottstatt-1,suze,3,biel,151,
7.264102999999999,47.143911899999999,gottstatt-3,suze,3,biel,151,
7.269767200000000,47.147352699999999,football-6,suze,2,biel,151,
7.268442400000000,47.153054100000013,buren-2,suze,2,biel,151,
7.270979600000000,47.148783000000002,lezard-2,suze,2,biel,151,
7.254484000000000,47.141870099999998,parc-muni,suze,3,biel,151,
7.264775800000000,47.155454999999996,taubenloch-1,suze f,4,biel,151,
7.264775800000000,47.155454999999996,taubenloch-1,suze f,2,biel,151,
