date,species_slug,place_slug,loc_date
2020-08-04,cichorium-intybus,lezard-2,"('lezard-2', '2020-08-04')"
2020-08-13,epilobium-roseum,parc-muni,"('parc-muni', '2020-08-13')"
2020-08-13,epilobium-parviflorum,parc-muni,"('parc-muni', '2020-08-13')"
2020-08-13,veronica-beccabunga,parc-muni,"('parc-muni', '2020-08-13')"
2020-08-13,cyclamen-hederifolium,parc-muni,"('parc-muni', '2020-08-13')"
2020-08-15,solidago-canadensis,salome-2,"('salome-2', '2020-08-15')"
2020-08-08,artemisia-vulgaris,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,cirsium-arvense,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,galium-mollugo,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,lathyrus-sylvestris,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,securigera-varia,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,silene-vulgaris,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-08,trifolium-pratense,swatch-1,"('swatch-1', '2020-08-08')"
2020-08-31,medicago-sativa,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,centaurea-scabiosa,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,centaurea-jacea,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,leucanthemum-vulgare,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,reseda-lutea,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,melilotus-albus,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,lathyrus-pratensis,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,reseda-lutea,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,cirsium-vulgare,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,rumex-obtusifolius,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,trifolium-repens,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,mentha-spicata,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,clematis-vitalba,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,calystegia-sepium,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,daucus-carota,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,cirsium-arvense,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,trifolium-pratense,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,silene-vulgaris,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-31,erigeron-annuus,swatch-2,"('swatch-2', '2020-08-31')"
2020-08-18,galeopsis-tetrahit,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,epilobium-collinum,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,geranium-robertianum,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,hylotelephium-telephium,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,lactuca-muralis,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,lapsana-communis,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,galeopsis-tetrahit,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-18,campanula-trachelium,taubenloch-1,"('taubenloch-1', '2020-08-18')"
2020-08-22,campanula-trachelium,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,solanum-dulcamara,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,galeopsis-tetrahit,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,salvia-glutinosa,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,campanula-rotundifolia,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,geranium-robertianum,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,campanula-rapunculoides,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,salvia-glutinosa,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,galeopsis-tetrahit,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,campanula-rhomboidalis,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,lactuca-muralis,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,geranium-robertianum,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-08-22,geranium-robertianum,taubenloch-2,"('taubenloch-2', '2020-08-22')"
2020-09-22,rubus-caesius,transjurane-tunnel,"('transjurane-tunnel', '2020-09-22')"
2020-09-22,hylotelephium-telephium,transjurane-tunnel,"('transjurane-tunnel', '2020-09-22')"
2020-08-08,artemisia-vulgaris,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,carduus-personata,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,chaenorhinum-minus,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,cirsium-arvense,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,daucus-carota,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,dipsacus-pilosus,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,epilobium-hirsutum,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,eupatorium-cannabinum,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,galeopsis-tetrahit,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,galium-mollugo,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,geranium-pyrenaicum,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,geranium-robertianum,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,knautia-arvensis,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,lactuca-serriola,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,lapsana-communis,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,leontodon-hispidus,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,pastinaca-sativa,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,polygonum-persicaria,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,silene-vulgaris,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,solanum-dulcamara,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,urtica-dioica,truite-1,"('truite-1', '2020-08-08')"
2020-08-08,veronica-persica,truite-1,"('truite-1', '2020-08-08')"
2020-08-22,petasites-hybridus,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,clematis-vitalba,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,salix-nigra,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,solanum-dulcamara,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,rumex-obtusifolius,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,epilobium-hirsutum,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,polygonum-aviculare,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,rorippa-islandica,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,tussilago-farfara,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,urtica-dioica,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,mentha-spicata,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,persicaria-lapathifolia,truite-2,"('truite-2', '2020-08-22')"
2020-08-22,lathyrus-latifolius,truite-2,"('truite-2', '2020-08-22')"
2020-08-06,phlox-pilosa,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,urtica-dioica,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,salix-purpurea,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,rosa-spinosissima,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,sambucus-nigra,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,rubus-rubus,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,daucus-carota,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,trifolium-pratense,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,silene-vulgaris,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,centaurea-scabiosa,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,lotus-corniculatus,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,chenopodium-album,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,leucanthemum-vulgare,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,centaurea-jacea,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,cirsium-arvense,truite-3,"('truite-3', '2020-08-06')"
2020-08-06,galium-mollugo,truite-3,"('truite-3', '2020-08-06')"
2020-08-03,centaurea-jacea,truite-4,"('truite-4', '2020-08-03')"
2020-08-03,salvia-pratensis,truite-4,"('truite-4', '2020-08-03')"
2020-08-03,cichorium-intybus,truite-4,"('truite-4', '2020-08-03')"
2020-08-06,hypericum-perforatum,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,silene-latifolia,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,knautia-arvensis,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,cirsium-arvense,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,rumex-obtusifolius,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,clinopodium-vulgare,truite-4,"('truite-4', '2020-08-06')"
2020-08-06,echium-vulgare,truite-4,"('truite-4', '2020-08-06')"
2020-08-29,trifolium-repens,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,lotus-corniculatus,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,rubus-rubus,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,clematis-vitalba,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,lamium-maculatum,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,verbena-officinalis,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,trifolium-pratense,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,senecio-jacobaea,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,galium-mollugo,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,ranunculus-acris,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,silene-vulgaris,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,linaria-vulgaris,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,potentilla-reptans,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,rapistrum-rugosum,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,malva-moschata,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,daucus-carota,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,medicago-sativa,truite-5,"('truite-5', '2020-08-29')"
2020-08-29,reseda-lutea,truite-5,"('truite-5', '2020-08-29')"
2020-08-25,angelica-sylvestris,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,calystegia-sepium,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,cornus-sanguinea,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,cymbalaria-muralis,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,daucus-carota,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,epilobium-hirsutum,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,erigeron-annuus,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,galium-mollugo,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,geranium-rotundifolium,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,heracleum-sphondylium,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,hieracium-morulum,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,lactuca-serriola,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,lathyrus-latifolius,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,lycopus-europaeus,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,rubus-rubus,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,rubus-caesius,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,silene-vulgaris,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,trifolium-pratense,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,urtica-dioica,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,verbascum-densiflorum,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-25,vicia-cracca,twann-estuary,"('twann-estuary', '2020-08-25')"
2020-08-05,pseudofumaria-lutea,twann-gorges,"('twann-gorges', '2020-08-05')"
2020-08-10,hippocrepis-emerus,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,lactuca-muralis,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,calystegia-sepium,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,viburnum-opulus,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,mentha-aquatica,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,aria-edulis,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,allium-carinatum,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,viburnum-lantana,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,filipendula-ulmaria,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,lythrum-salicaria,weissenau,"('weissenau', '2020-08-10')"
2020-08-10,lysimachia-vulgaris,weissenau,"('weissenau', '2020-08-10')"
