acceptedtaxonkey,acceptedscientificname,numberofoccurrences,kingdom,phylum,class,order,family,genus,species
3050631,microthlaspi perfoliatum (l.) f.k.mey.,3925,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,microthlaspi,microthlaspi perfoliatum
3169137,euonymus fortunei (turcz.) hand.-mazz.,22,plantae,tracheophyta,magnoliopsida,celastrales,celastraceae,euonymus,euonymus fortunei
7332057,phelipanche purpurea subsp. purpurea,45,plantae,tracheophyta,magnoliopsida,lamiales,orobanchaceae,phelipanche,phelipanche purpurea
3927319,callianthemum coriandrifolium rchb.,492,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,callianthemum,callianthemum coriandrifolium
5375425,capsella rubella reut.,808,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,capsella,capsella rubella
5405976,arnica montana l.,6209,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,arnica,arnica montana
6375637,thalictrum minus subsp. minus,59,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum minus
7915783,oenothera fallax renner,131,plantae,tracheophyta,magnoliopsida,myrtales,onagraceae,oenothera,oenothera fallax
8242995,veronica urticifolia jacq.,4069,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica urticifolia
8411982,viscum album subsp. austriacum (wiesb.) vollmann,255,plantae,tracheophyta,magnoliopsida,santalales,santalaceae,viscum,viscum album
2685552,abies nordmanniana spach,41,plantae,tracheophyta,pinopsida,pinales,pinaceae,abies,abies nordmanniana
2705400,eragrostis pilosa p.beauv.,2125,plantae,tracheophyta,liliopsida,poales,poaceae,eragrostis,eragrostis pilosa
2711033,schoenoplectus triqueter palla,339,plantae,tracheophyta,liliopsida,poales,cyperaceae,schoenoplectus,schoenoplectus triqueter
2749827,gladiolus imbricatus l.,262,plantae,tracheophyta,liliopsida,asparagales,iridaceae,gladiolus,gladiolus imbricatus
2998290,rubus chamaemorus l.,1,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus chamaemorus
3810601,moehringia concarenae f.fenaroli & f.martini,4,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,moehringia,moehringia concarenae
4037603,rumex palustris sm.,2,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex palustris
5358907,trifolium alexandrinum l.,353,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium alexandrinum
7066469,crepis froelichiana subsp. froelichiana,2,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,crepis,crepis froelichiana
7821792,conyza less.,2,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,conyza,
2888867,rheum rhabarbarum l.,48,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rheum,rheum rhabarbarum
3056835,acalypha australis l.,6,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,acalypha,acalypha australis
3640571,chaerophyllum villarsii w.d.j.koch,2931,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,chaerophyllum,chaerophyllum villarsii
5328882,sagittaria sagittifolia l.,215,plantae,tracheophyta,liliopsida,alismatales,alismataceae,sagittaria,sagittaria sagittifolia
5384047,opuntia humifusa raf.,32,plantae,tracheophyta,magnoliopsida,caryophyllales,cactaceae,opuntia,opuntia humifusa
3141890,cyclachaena xanthiifolia fresen.,7,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cyclachaena,cyclachaena xanthiifolia
2706056,hordeum vulgare l.,22,plantae,tracheophyta,liliopsida,poales,poaceae,hordeum,hordeum vulgare
7222721,tephroseris helenitis subsp. helenitis,6,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,tephroseris,tephroseris helenitis
7293671,polygala vulgaris subsp. vulgaris,2018,plantae,tracheophyta,magnoliopsida,fabales,polygalaceae,polygala,polygala vulgaris
2971024,melilotus officinalis pall.,1693,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,melilotus,melilotus officinalis
2728143,carex davalliana sm.,4752,plantae,tracheophyta,liliopsida,poales,cyperaceae,carex,carex davalliana
2880539,quercus rubra l.,594,plantae,tracheophyta,magnoliopsida,fagales,fagaceae,quercus,quercus rubra
2888773,valerianella eriocarpa desv.,19,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valerianella,valerianella eriocarpa
2992543,rubus laciniatus willd.,387,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus laciniatus
3034646,anethum graveolens l.,90,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,anethum,anethum graveolens
3040227,populus nigra l.,713,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,populus,populus nigra
3753798,saxifraga androsacea l.,1054,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga androsacea
3754904,saxifraga exarata subsp. pseudoexarata (br.-bl.) d.a.webb,24,plantae,tracheophyta,magnoliopsida,saxifragales,saxifragaceae,saxifraga,saxifraga exarata
5410857,campanula cervicaria l.,657,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,campanula,campanula cervicaria
7296321,viola riviniana rchb.,2767,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola riviniana
8400458,fragaria viridis duchesne,805,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,fragaria,fragaria viridis
8994150,oenothera parviflora l.,16,plantae,tracheophyta,magnoliopsida,myrtales,onagraceae,oenothera,oenothera parviflora
2704922,festuca rubra l.,6784,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca rubra
2739071,trachycarpus fortunei h.wendl.,2605,plantae,tracheophyta,liliopsida,arecales,arecaceae,trachycarpus,trachycarpus fortunei
3042636,brassica napus l.,1572,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,brassica,brassica napus
3046015,cardamine corymbosa hook.f.,3,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine corymbosa
3083603,polycnemum arvense l.,70,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,polycnemum,polycnemum arvense
7736551,spergularia marina (l.) besser,22,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,spergularia,spergularia marina
3189152,epilobium obscurum schreb.,496,plantae,tracheophyta,magnoliopsida,myrtales,onagraceae,epilobium,epilobium obscurum
4174017,rhododendron hirsutum l.,1212,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,rhododendron,rhododendron hirsutum
6297617,leucanthemopsis alpina subsp. minima (vill.) j.holub,41,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leucanthemopsis,leucanthemopsis alpina
6413509,juncus hybridus brot.,16,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus hybridus
7410168,aconitum napellus subsp. vulgare rouy & fouc.,713,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,aconitum,
8041528,prunus padus subsp. borealis (a.blytt) nyman,130,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,prunus,prunus padus
2858582,narcissus poeticus subsp. verbanensis (herb.) p.d.sell,223,plantae,tracheophyta,liliopsida,asparagales,amaryllidaceae,narcissus,narcissus poeticus
2984535,humulus lupulus l.,2868,plantae,tracheophyta,magnoliopsida,rosales,cannabaceae,humulus,humulus lupulus
3048782,calepina irregularis thell.,273,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,calepina,calepina irregularis
3107060,senecio hercynicus herborg,449,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,senecio,senecio hercynicus
3113239,cirsium palustre scop.,8120,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cirsium,cirsium palustre
3171939,verbascum densiflorum bertol.,1301,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,verbascum,verbascum densiflorum
3151811,symphyotrichum salignum (willd.) g.l.nesom,47,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,symphyotrichum,symphyotrichum salignum
7499288,viola pumila chaix,37,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola pumila
8133114,aster amellus l.,7879,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,aster,aster amellus
9063248,galium verum l.,6875,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium verum
2711033,schoenoplectus triqueter palla,62,plantae,tracheophyta,liliopsida,poales,cyperaceae,schoenoplectus,schoenoplectus triqueter
2891770,impatiens glandulifera royle,44859,plantae,tracheophyta,magnoliopsida,ericales,balsaminaceae,impatiens,impatiens glandulifera
2916767,asperula tinctoria l.,354,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,asperula,asperula tinctoria
2996929,rubus ulmifolius schott,93,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus ulmifolius
5391862,bidens tripartita l.,252,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,bidens,bidens tripartita
5391802,bidens aurea sherff,11,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,bidens,bidens aurea
7382661,plantago uniflora l.,1433,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago uniflora
7334076,sempervivum wulfenii subsp. wulfenii,1,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,sempervivum,sempervivum wulfenii
7402375,silene saxifraga l.,178,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene saxifraga
2778457,asphodelus albus mill.,198,plantae,tracheophyta,liliopsida,asparagales,asphodelaceae,asphodelus,asphodelus albus
2891488,geranium molle l.,2315,plantae,tracheophyta,magnoliopsida,geraniales,geraniaceae,geranium,geranium molle
3064943,euphorbia marginata pursh,2,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia marginata
3066386,euphorbia peplus l.,2836,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,euphorbia peplus
3095609,pulicaria dysenterica (l.) bernh.,1416,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,pulicaria,pulicaria dysenterica
3171941,verbascum pulverulentum vill.,120,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,verbascum,verbascum pulverulentum
3630142,laserpitium halleri crantz,1665,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,laserpitium,laserpitium halleri
3690997,cardamine occulta hornem.,158,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,cardamine,cardamine occulta
5374972,arabis stellulata desv. & berthol.,224,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,arabis,arabis stellulata
7276763,ranunculus monspeliacus l.,1,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,ranunculus,ranunculus monspeliacus
9213153,platanthera bifolia (l.) rich.,13622,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,platanthera,platanthera bifolia
2888789,valerianella dentata pollich,476,plantae,tracheophyta,magnoliopsida,dipsacales,caprifoliaceae,valerianella,valerianella dentata
2925815,cynoglossum officinale l.,1410,plantae,tracheophyta,magnoliopsida,boraginales,boraginaceae,cynoglossum,cynoglossum officinale
3004214,rosa marginata wallr.,371,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rosa,rosa marginata
3028159,alchemilla semisecta buser,16,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla semisecta
3042809,brassica fruticulosa cirillo,9,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,brassica,brassica fruticulosa
3113414,cirsium arvense (l.) scop.,14690,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cirsium,cirsium arvense
3130950,tephroseris integrifolia (l.) holub,336,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,tephroseris,tephroseris integrifolia
4000302,equisetum moorei newman,13,plantae,tracheophyta,polypodiopsida,equisetales,equisetaceae,equisetum,equisetum moorei
5333408,erica vagans l.,7,plantae,tracheophyta,magnoliopsida,ericales,ericaceae,erica,erica vagans
5358683,trifolium striatum l.,327,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,trifolium,trifolium striatum
5362038,sedum annuum l.,451,plantae,tracheophyta,magnoliopsida,saxifragales,crassulaceae,sedum,sedum annuum
5377286,iberis pinnata l.,51,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,iberis,iberis pinnata
5383926,beta trigyna waldst. & kit.,3,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,beta,beta trigyna
7319503,dryopteris cambrensis subsp. cambrensis,81,plantae,tracheophyta,polypodiopsida,polypodiales,dryopteridaceae,dryopteris,dryopteris cambrensis
5831735,carlina acaulis subsp. caulescens (lam.) schübl. & g.martens,3321,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,carlina,carlina acaulis
6374953,helleborus orientalis lam.,413,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,helleborus,helleborus orientalis
7640499,veronica triloba (opiz) kern.,4,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,veronica,veronica triloba
8098268,stachys recta subsp. labiosa (bertol.) briq.,8,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,stachys,stachys recta
8427624,oxalis corniculata l.,2104,plantae,tracheophyta,magnoliopsida,oxalidales,oxalidaceae,oxalis,oxalis corniculata
2704179,poa annua l.,10098,plantae,tracheophyta,liliopsida,poales,poaceae,poa,poa annua
2720080,scirpus sylvaticus l.,4324,plantae,tracheophyta,liliopsida,poales,cyperaceae,scirpus,scirpus sylvaticus
3028252,alchemilla coriacea buser,203,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla coriacea
3140450,cicerbita macrophylla wallr.,94,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,cicerbita,cicerbita macrophylla
3189543,hypericum humifusum l.,1068,plantae,tracheophyta,magnoliopsida,malpighiales,hypericaceae,hypericum,hypericum humifusum
4151043,koeleria eriostachya pančić,18,plantae,tracheophyta,liliopsida,poales,poaceae,koeleria,koeleria eriostachya
5366106,potentilla grandiflora l.,1473,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,potentilla,potentilla grandiflora
5664290,viola hirta l.,8840,plantae,tracheophyta,magnoliopsida,malpighiales,violaceae,viola,viola hirta
7911301,daphne alpina l.,661,plantae,tracheophyta,magnoliopsida,malvales,thymelaeaceae,daphne,daphne alpina
3634395,thysselinum palustre hoffm.,2714,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,thysselinum,thysselinum palustre
5376147,hornungia alpina subsp. austroalpina (trpin) o.appel,18,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,hornungia,hornungia alpina
4118209,festuca pallens host,177,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,festuca pallens
4107931,calamagrostis purpurea trin.,24,plantae,tracheophyta,liliopsida,poales,poaceae,calamagrostis,calamagrostis purpurea
5376309,diplotaxis erucoides (l.) dc.,36,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,diplotaxis,diplotaxis erucoides
6307913,heracleum sphondylium subsp. alpinum (l.) bonnier & layens,1657,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,heracleum,heracleum sphondylium
8810827,nymphoides peltata (s.g.gmel.) kuntze,240,plantae,tracheophyta,magnoliopsida,asterales,menyanthaceae,nymphoides,nymphoides peltata
9153437,salix daphnoides vill.,694,plantae,tracheophyta,magnoliopsida,malpighiales,salicaceae,salix,salix daphnoides
2701799,juncus filiformis l.,1161,plantae,tracheophyta,liliopsida,poales,juncaceae,juncus,juncus filiformis
2706490,agrostis capillaris l.,13409,plantae,tracheophyta,liliopsida,poales,poaceae,agrostis,agrostis capillaris
2913169,galium parisiense l.,149,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium parisiense
2991626,rubus canescens dc.,220,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,rubus,rubus canescens
3042291,hesperis matronalis l.,940,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,hesperis,hesperis matronalis
5376961,lepidium draba l.,953,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,lepidium,lepidium draba
3083941,chenopodium strictum roth,858,plantae,tracheophyta,magnoliopsida,caryophyllales,amaranthaceae,chenopodium,chenopodium strictum
5415039,syringa vulgaris l.,11397,plantae,tracheophyta,magnoliopsida,lamiales,oleaceae,syringa,syringa vulgaris
4108861,calamagrostis canescens (weber) roth,812,plantae,tracheophyta,liliopsida,poales,poaceae,calamagrostis,calamagrostis canescens
5354500,cytisus hirsutus l.,98,plantae,tracheophyta,magnoliopsida,fabales,fabaceae,cytisus,cytisus hirsutus
6290046,solanum villosum subsp. miniatum (bernh. ex willd.) j.m.edmonds,27,plantae,tracheophyta,magnoliopsida,solanales,solanaceae,solanum,solanum villosum
6446462,solidago virgaurea l.,5359,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,solidago,solidago virgaurea
7314930,papaver dubium subsp. dubium,655,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,papaver,papaver dubium
2820517,cypripedium calceolus l.,8109,plantae,tracheophyta,liliopsida,asparagales,orchidaceae,cypripedium,cypripedium calceolus
3047621,sinapis alba l.,229,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,sinapis,sinapis alba
8256125,sabulina verna subsp. verna,1908,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,sabulina,sabulina verna
3632864,pleurospermum austriacum hoffm.,133,plantae,tracheophyta,magnoliopsida,apiales,apiaceae,pleurospermum,pleurospermum austriacum
4270548,hordeum murinum subsp. leporinum (link) arcang.,97,plantae,tracheophyta,liliopsida,poales,poaceae,hordeum,hordeum murinum
5408087,lobelia erinus l.,30,plantae,tracheophyta,magnoliopsida,asterales,campanulaceae,lobelia,lobelia erinus
7221531,galium verum subsp. verum,3783,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,galium,galium verum
7266982,dianthus superbus subsp. superbus,94,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,dianthus,dianthus superbus
7277720,thalictrum lucidum l.,435,plantae,tracheophyta,magnoliopsida,ranunculales,ranunculaceae,thalictrum,thalictrum lucidum
4936228,plantago maritima subsp. serpentina (all.) arcangeli,1010,plantae,tracheophyta,magnoliopsida,lamiales,plantaginaceae,plantago,plantago maritima
7467527,gentianella campestris subsp. baltica (murb.) tutin,8,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,gentianella,gentianella campestris
2714796,cyperus difformis l.,3,plantae,tracheophyta,liliopsida,poales,cyperaceae,cyperus,cyperus difformis
2747340,crocus biflorus mill.,17,plantae,tracheophyta,liliopsida,asparagales,iridaceae,crocus,crocus biflorus
2869101,calla palustris l.,128,plantae,tracheophyta,liliopsida,alismatales,araceae,calla,calla palustris
2888951,rumex acetosa l.,18997,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,rumex,rumex acetosa
2916935,asperula purpurea (l.) ehrend.,243,plantae,tracheophyta,magnoliopsida,gentianales,rubiaceae,asperula,asperula purpurea
2926995,salvia verticillata l.,368,plantae,tracheophyta,magnoliopsida,lamiales,lamiaceae,salvia,salvia verticillata
8218176,alchemilla fallax buser ex m.besse,77,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,alchemilla,alchemilla fallax
3085469,cerastium pumilum curt.,446,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,cerastium,cerastium pumilum
3137498,leontodon hispidus l.,16128,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,leontodon,leontodon hispidus
3172211,limosella aquatica l.,134,plantae,tracheophyta,magnoliopsida,lamiales,scrophulariaceae,limosella,limosella aquatica
3188794,circaea lutetiana l.,5857,plantae,tracheophyta,magnoliopsida,myrtales,onagraceae,circaea,circaea lutetiana
8368021,lysimachia foemina (mill.) u.manns & anderb.,275,plantae,tracheophyta,magnoliopsida,ericales,primulaceae,lysimachia,lysimachia foemina
5275066,woodsia alpina (bolton) gray,249,plantae,tracheophyta,polypodiopsida,polypodiales,woodsiaceae,woodsia,woodsia alpina
5588268,silene suecica (lodd.) greuter & burdet,392,plantae,tracheophyta,magnoliopsida,caryophyllales,caryophyllaceae,silene,silene suecica
